"Time (h) ","Domain_001:","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","SS V In     ","SS V Out    ","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Q ME (%)    ","Total V     ","Cum V In+Out","Cum V Error ","Cum ME (%)  ","Cum Q ME (%)"
         5.600,,  0.000000    ,  4786.747    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1959.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2827.414    , -2812.839    ,  14.57440    , 0.2160425    ,  211784.0    ,  6658702.    ,  4534.296    , 0.6809580E-01, 0.6809580E-01
         5.617,,  0.000000    ,  4696.089    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1879.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2816.756    , -2800.955    ,  15.80031    , 0.2402935    ,  208983.0    ,  6665278.    ,  4550.097    , 0.6826567E-01, 0.6826567E-01
         5.633,,  0.000000    ,  4599.814    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1799.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2800.480    , -2784.963    ,  15.51704    , 0.2424861    ,  206198.0    ,  6671677.    ,  4565.614    , 0.6843278E-01, 0.6843278E-01
         5.650,,  0.000000    ,  4512.980    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1719.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2793.647    , -2784.200    ,  9.447121    , 0.1515829    ,  203413.8    ,  6677909.    ,  4575.061    , 0.6851038E-01, 0.6851038E-01
         5.667,,  0.000000    ,  4443.778    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1639.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2804.444    , -2788.537    ,  15.90715    , 0.2614969    ,  200625.3    ,  6683992.    ,  4590.968    , 0.6868601E-01, 0.6868601E-01
         5.683,,  0.000000    ,  4395.956    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1559.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2836.623    , -2823.757    ,  12.86585    , 0.2160408    ,  197801.5    ,  6689948.    ,  4603.834    , 0.6881719E-01, 0.6881719E-01
         5.700,,  0.000000    ,  4357.212    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1479.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2877.878    , -2863.534    ,  14.34385    , 0.2457593    ,  194938.0    ,  6695784.    ,  4618.178    , 0.6897142E-01, 0.6897142E-01
         5.717,,  0.000000    ,  4278.881    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1399.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2879.548    , -2865.066    ,  14.48233    , 0.2550508    ,  192072.9    ,  6701462.    ,  4632.660    , 0.6912909E-01, 0.6912909E-01
         5.733,,  0.000000    ,  4229.944    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1319.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2910.610    , -2897.282    ,  13.32871    , 0.2401882    ,  189175.7    ,  6707012.    ,  4645.989    , 0.6927062E-01, 0.6927062E-01
         5.750,,  0.000000    ,  4150.930    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1239.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2911.597    , -2900.793    ,  10.80422    , 0.2004395    ,  186274.9    ,  6712402.    ,  4656.793    , 0.6937595E-01, 0.6937595E-01
         5.767,,  0.000000    ,  4038.889    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1159.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2879.555    , -2869.533    ,  10.02276    , 0.1928114    ,  183405.3    ,  6717600.    ,  4666.816    , 0.6947147E-01, 0.6947147E-01
         5.783,,  0.000000    ,  3958.974    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1079.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2879.641    , -2871.150    ,  8.491027    , 0.1685293    ,  180534.2    ,  6722638.    ,  4675.307    , 0.6954571E-01, 0.6954571E-01
         5.800,,  0.000000    ,  3885.110    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  999.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2885.776    , -2876.025    ,  9.751357    , 0.1996411    ,  177658.2    ,  6727523.    ,  4685.058    , 0.6964017E-01, 0.6964017E-01
         5.817,,  0.000000    ,  3809.408    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  919.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2890.075    , -2880.264    ,  9.810739    , 0.2074704    ,  174777.9    ,  6732252.    ,  4694.869    , 0.6973698E-01, 0.6973698E-01
         5.833,,  0.000000    ,  3736.943    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  839.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2897.610    , -2888.173    ,  9.436465    , 0.2062040    ,  171889.7    ,  6736828.    ,  4704.305    , 0.6982968E-01, 0.6982968E-01
         5.850,,  0.000000    ,  3648.468    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  759.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2889.135    , -2880.627    ,  8.507560    , 0.1930114    ,  169009.1    ,  6741236.    ,  4712.813    , 0.6991022E-01, 0.6991022E-01
         5.867,,  0.000000    ,  3535.639    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  679.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2856.306    , -2848.638    ,  7.667385    , 0.1819083    ,  166160.5    ,  6745451.    ,  4720.480    , 0.6998021E-01, 0.6998021E-01
         5.883,,  0.000000    ,  3456.204    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  599.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2856.871    , -2848.817    ,  8.054210    , 0.1985978    ,  163311.6    ,  6749506.    ,  4728.534    , 0.7005749E-01, 0.7005749E-01
         5.900,,  0.000000    ,  3415.189    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  519.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2895.856    , -2887.246    ,  8.609614    , 0.2188223    ,  160424.4    ,  6753441.    ,  4737.144    , 0.7014416E-01, 0.7014416E-01
         5.917,,  0.000000    ,  3260.998    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  439.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2821.665    , -2814.504    ,  7.160310    , 0.1935046    ,  157609.9    ,  6757141.    ,  4744.304    , 0.7021171E-01, 0.7021171E-01
         5.933,,  0.000000    ,  3150.369    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  359.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2791.035    , -2784.420    ,  6.615470    , 0.1884909    ,  154825.5    ,  6760651.    ,  4750.920    , 0.7027311E-01, 0.7027311E-01
         5.950,,  0.000000    ,  3068.323    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  279.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2788.989    , -2780.850    ,  8.139229    , 0.2431322    ,  152044.6    ,  6763998.    ,  4759.059    , 0.7035867E-01, 0.7035867E-01
         5.967,,  0.000000    ,  3020.064    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  199.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2820.731    , -2802.517    ,  18.21362    , 0.5657464    ,  149242.1    ,  6767218.    ,  4777.273    , 0.7059434E-01, 0.7059434E-01
         5.983,,  0.000000    ,  2988.300    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  119.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2868.967    , -2844.153    ,  24.81408    , 0.7984878    ,  146398.0    ,  6770325.    ,  4802.087    , 0.7092845E-01, 0.7092845E-01
         6.000,,  0.000000    ,  2934.655    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  39.33333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -2895.322    , -2879.801    ,  15.52070    , 0.5218818    ,  143518.2    ,  6773299.    ,  4817.607    , 0.7112645E-01, 0.7112645E-01
