"Time (h) ","Domain_001:","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","SS V In     ","SS V Out    ","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Q ME (%)    ","Total V     ","Cum V In+Out","Cum V Error ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  81.33333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  81.33333    ,  81.33333    , 0.2766370E-11, 0.3401275E-11,  81.33333    ,  81.33333    , 0.2766370E-11, 0.3401275E-11, 0.3401275E-11
         0.033,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  241.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  241.3333    ,  241.2146    ,-0.1187513    ,-0.4920634E-01,  322.5479    ,  322.6667    ,-0.1187513    ,-0.3680309E-01,-0.3680309E-01
         0.050,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  401.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  401.3333    ,  401.2324    ,-0.1009365    ,-0.2515029E-01,  723.7803    ,  724.0000    ,-0.2196878    ,-0.3034362E-01,-0.3034362E-01
         0.067,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  561.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  561.3333    ,  561.0108    ,-0.3225789    ,-0.5746655E-01,  1284.791    ,  1285.333    ,-0.5422667    ,-0.4218880E-01,-0.4218880E-01
         0.083,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  721.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  721.3333    ,  720.2308    , -1.102524    ,-0.1528453    ,  2005.022    ,  2006.667    , -1.644791    ,-0.8196633E-01,-0.8196633E-01
         0.100,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  881.3333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  881.3333    ,  880.6007    ,-0.7325901    ,-0.8312293E-01,  2885.623    ,  2888.000    , -2.377381    ,-0.8231929E-01,-0.8231929E-01
         0.117,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1041.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1041.333    ,  1040.210    , -1.123197    ,-0.1078614    ,  3925.833    ,  3929.333    , -3.500578    ,-0.8908834E-01,-0.8908834E-01
         0.133,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1201.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1201.333    ,  1200.263    , -1.070006    ,-0.8906824E-01,  5126.096    ,  5130.667    , -4.570584    ,-0.8908363E-01,-0.8908363E-01
         0.150,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1361.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1361.333    ,  1360.187    , -1.146304    ,-0.8420452E-01,  6486.283    ,  6492.000    , -5.716888    ,-0.8806051E-01,-0.8806051E-01
         0.167,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1521.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1521.333    ,  1519.320    , -2.013707    ,-0.1323646    ,  8005.603    ,  8013.333    , -7.730596    ,-0.9647166E-01,-0.9647166E-01
         0.183,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1681.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1681.333    ,  1679.601    , -1.732765    ,-0.1030590    ,  9685.203    ,  9694.667    , -9.463360    ,-0.9761409E-01,-0.9761409E-01
         0.200,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1841.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1841.333    ,  1839.732    , -1.600964    ,-0.8694592E-01,  11524.94    ,  11536.00    , -11.06432    ,-0.9591127E-01,-0.9591127E-01
         0.217,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2001.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2001.333    ,  1997.289    , -4.044352    ,-0.2020829    ,  13522.22    ,  13537.33    , -15.10868    ,-0.1116075    ,-0.1116075    
         0.233,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2161.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2161.333    ,  2156.467    , -4.866624    ,-0.2251677    ,  15678.69    ,  15698.67    , -19.97530    ,-0.1272420    ,-0.1272420    
         0.250,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2321.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2321.333    ,  2317.349    , -3.983882    ,-0.1716204    ,  17996.04    ,  18020.00    , -23.95918    ,-0.1329588    ,-0.1329588    
         0.267,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2481.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2481.333    ,  2475.472    , -5.861240    ,-0.2362133    ,  20471.51    ,  20501.33    , -29.82042    ,-0.1454560    ,-0.1454560    
         0.283,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2641.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2641.333    ,  2633.313    , -8.020432    ,-0.3036509    ,  23104.83    ,  23142.67    , -37.84085    ,-0.1635112    ,-0.1635112    
         0.300,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2801.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2801.333    ,  2794.972    , -6.361711    ,-0.2270958    ,  25899.80    ,  25944.00    , -44.20256    ,-0.1703768    ,-0.1703768    
         0.317,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2961.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2961.333    ,  2946.614    , -14.71916    ,-0.4970451    ,  28846.41    ,  28905.33    , -58.92173    ,-0.2038438    ,-0.2038438    
         0.333,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3121.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3121.333    ,  3113.768    , -7.565777    ,-0.2423893    ,  31960.18    ,  32026.67    , -66.48750    ,-0.2076004    ,-0.2076004    
         0.350,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3281.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3281.333    ,  3274.210    , -7.123105    ,-0.2170796    ,  35234.39    ,  35308.00    , -73.61061    ,-0.2084814    ,-0.2084814    
         0.367,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3441.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3441.333    ,  3425.499    , -15.83455    ,-0.4601283    ,  38659.89    ,  38749.33    , -89.44516    ,-0.2308302    ,-0.2308302    
         0.383,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3601.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3601.333    ,  3589.166    , -12.16690    ,-0.3378443    ,  42249.05    ,  42350.67    , -101.6121    ,-0.2399302    ,-0.2399302    
         0.400,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3761.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3761.333    ,  3751.773    , -9.560604    ,-0.2541813    ,  46000.83    ,  46112.00    , -111.1727    ,-0.2410927    ,-0.2410927    
         0.417,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3921.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3921.333    ,  3912.091    , -9.242692    ,-0.2357028    ,  49912.92    ,  50033.33    , -120.4154    ,-0.2406703    ,-0.2406703    
         0.433,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4081.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4081.333    ,  4068.760    , -12.57291    ,-0.3080589    ,  53981.68    ,  54114.67    , -132.9883    ,-0.2457527    ,-0.2457527    
         0.450,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4241.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4241.333    ,  4229.943    , -11.39045    ,-0.2685582    ,  58211.62    ,  58356.00    , -144.3787    ,-0.2474102    ,-0.2474102    
         0.467,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4401.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4401.333    ,  4385.537    , -15.79583    ,-0.3588875    ,  62597.16    ,  62757.33    , -160.1745    ,-0.2552284    ,-0.2552284    
         0.483,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4561.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4561.333    ,  4548.904    , -12.42976    ,-0.2725028    ,  67146.06    ,  67318.67    , -172.6043    ,-0.2563989    ,-0.2563989    
         0.500,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4721.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4721.333    ,  4704.113    , -17.21992    ,-0.3647259    ,  71850.18    ,  72040.00    , -189.8242    ,-0.2634984    ,-0.2634984    
         0.517,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4881.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4881.333    ,  4866.022    , -15.31171    ,-0.3136788    ,  76716.20    ,  76921.33    , -205.1359    ,-0.2666828    ,-0.2666828    
         0.533,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5041.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5041.333    ,  5026.965    , -14.36861    ,-0.2850161    ,  81743.16    ,  81962.67    , -219.5045    ,-0.2678104    ,-0.2678104    
         0.550,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5201.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5201.333    ,  5186.184    , -15.14932    ,-0.2912584    ,  86929.35    ,  87164.00    , -234.6539    ,-0.2692096    ,-0.2692096    
         0.567,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5361.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5361.333    ,  5345.247    , -16.08642    ,-0.3000451    ,  92274.59    ,  92525.33    , -250.7403    ,-0.2709964    ,-0.2709964    
         0.583,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5521.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5521.333    ,  5501.193    , -20.14039    ,-0.3647741    ,  97775.79    ,  98046.67    , -270.8807    ,-0.2762773    ,-0.2762773    
         0.600,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5681.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5681.333    ,  5657.775    , -23.55880    ,-0.4146702    ,  103433.6    ,  103728.0    , -294.4395    ,-0.2838573    ,-0.2838573    
         0.617,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5841.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5841.333    ,  5813.114    , -28.21975    ,-0.4831046    ,  109246.7    ,  109569.3    , -322.6592    ,-0.2944795    ,-0.2944795    
         0.633,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6001.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6001.333    ,  5979.781    , -21.55233    ,-0.3591257    ,  115226.5    ,  115570.7    , -344.2116    ,-0.2978364    ,-0.2978364    
         0.650,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6161.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6161.333    ,  6139.120    , -22.21298    ,-0.3605223    ,  121365.6    ,  121732.0    , -366.4245    ,-0.3010092    ,-0.3010092    
         0.667,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6321.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6321.333    ,  6306.008    , -15.32498    ,-0.2424328    ,  127671.6    ,  128053.3    , -381.7495    ,-0.2981176    ,-0.2981176    
         0.683,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6481.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6481.333    ,  6468.884    , -12.44961    ,-0.1920841    ,  134140.5    ,  134534.7    , -394.1991    ,-0.2930093    ,-0.2930093    
         0.700,,  0.000000    ,  1.743222    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6641.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6639.590    ,  6622.157    , -17.43291    ,-0.2624222    ,  140762.6    ,  141177.7    , -411.6320    ,-0.2915701    ,-0.2915701    
         0.717,,  0.000000    ,  886.9674    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6801.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5914.366    ,  5913.947    ,-0.4188840    ,-0.5448330E-02,  146676.6    ,  148866.0    , -412.0509    ,-0.2767931    ,-0.2767931    
         0.733,,  0.000000    ,  1380.896    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6961.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5580.437    ,  5577.893    , -2.544309    ,-0.3049915E-01,  152254.5    ,  157208.3    , -414.5952    ,-0.2637235    ,-0.2637235    
         0.750,,  0.000000    ,  1761.041    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7121.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5360.293    ,  5357.086    , -3.206639    ,-0.3610115E-01,  157611.6    ,  166090.6    , -417.8019    ,-0.2515505    ,-0.2515505    
         0.767,,  0.000000    ,  1904.925    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7281.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5376.409    ,  5368.467    , -7.941433    ,-0.8644905E-01,  162980.0    ,  175276.9    , -425.7433    ,-0.2428975    ,-0.2428975    
         0.783,,  0.000000    ,  2067.999    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7441.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5373.334    ,  5374.477    ,  1.142867    , 0.1201837E-01,  168354.5    ,  184786.2    , -424.6004    ,-0.2297793    ,-0.2297793    
         0.800,,  0.000000    ,  2370.312    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7601.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5231.021    ,  5239.873    ,  8.851646    , 0.8876816E-01,  173594.4    ,  194757.9    , -415.7488    ,-0.2134696    ,-0.2134696    
         0.817,,  0.000000    ,  2566.585    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7761.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5194.748    ,  5199.265    ,  4.517436    , 0.4374004E-01,  178793.6    ,  205085.8    , -411.2314    ,-0.2005167    ,-0.2005167    
         0.833,,  0.000000    ,  2744.185    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7921.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5177.148    ,  5179.772    ,  2.623843    , 0.2460118E-01,  183973.4    ,  215751.3    , -408.6075    ,-0.1893882    ,-0.1893882    
         0.850,,  0.000000    ,  2838.632    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8081.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5242.701    ,  5244.503    ,  1.801599    , 0.1649821E-01,  189217.9    ,  226671.3    , -406.8059    ,-0.1794695    ,-0.1794695    
         0.867,,  0.000000    ,  2800.738    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8241.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5440.595    ,  5442.937    ,  2.342019    , 0.2120996E-01,  194660.8    ,  237713.4    , -404.4639    ,-0.1701477    ,-0.1701477    
         0.883,,  0.000000    ,  2928.226    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8401.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5473.108    ,  5474.105    , 0.9974612    , 0.8804060E-02,  200134.9    ,  249042.9    , -403.4664    ,-0.1620068    ,-0.1620068    
         0.900,,  0.000000    ,  3118.530    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8561.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5442.803    ,  5444.031    ,  1.227398    , 0.1050867E-01,  205579.0    ,  260722.8    , -402.2390    ,-0.1542784    ,-0.1542784    
         0.917,,  0.000000    ,  3045.094    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8721.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5676.240    ,  5674.021    , -2.218950    ,-0.1885831E-01,  211253.0    ,  272489.2    , -404.4580    ,-0.1484308    ,-0.1484308    
         0.933,,  0.000000    ,  3209.967    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8881.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5671.367    ,  5671.281    ,-0.8611645E-01,-0.7122183E-03,  216924.3    ,  284580.5    , -404.5441    ,-0.1421545    ,-0.1421545    
         0.950,,  0.000000    ,  3323.374    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9041.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5717.959    ,  5715.394    , -2.565544    ,-0.2074893E-01,  222639.7    ,  296945.2    , -407.1096    ,-0.1370992    ,-0.1370992    
         0.967,,  0.000000    ,  3393.759    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9201.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5807.574    ,  5806.200    , -1.374019    ,-0.1090916E-01,  228445.9    ,  309540.3    , -408.4837    ,-0.1319646    ,-0.1319646    
         0.983,,  0.000000    ,  3431.137    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9361.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5930.196    ,  5928.868    , -1.328748    ,-0.1038695E-01,  234374.7    ,  322332.8    , -409.8124    ,-0.1271395    ,-0.1271395    
         1.000,,  0.000000    ,  3602.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9521.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5919.333    ,  5916.554    , -2.778829    ,-0.2117472E-01,  240291.3    ,  335456.1    , -412.5912    ,-0.1229941    ,-0.1229941    
         1.017,,  0.000000    ,  3650.496    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9681.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6030.837    ,  6029.672    , -1.165559    ,-0.8742677E-02,  246321.0    ,  348787.9    , -413.7568    ,-0.1186270    ,-0.1186270    
         1.033,,  0.000000    ,  3758.003    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9841.333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6083.331    ,  6084.951    ,  1.619926    , 0.1191180E-01,  252405.9    ,  362387.3    , -412.1369    ,-0.1137283    ,-0.1137283    
         1.050,,  0.000000    ,  3820.466    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10001.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6180.868    ,  6180.893    , 0.2507610E-01, 0.1814243E-03,  258586.8    ,  376209.1    , -412.1118    ,-0.1095433    ,-0.1095433    
         1.067,,  0.000000    ,  3802.216    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10161.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6359.117    ,  6360.284    ,  1.166941    , 0.8357054E-02,  264947.1    ,  390172.6    , -410.9449    ,-0.1053239    ,-0.1053239    
         1.083,,  0.000000    ,  3886.011    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10321.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6435.323    ,  6435.770    , 0.4476202    , 0.3150625E-02,  271382.9    ,  404380.0    , -410.4972    ,-0.1015128    ,-0.1015128    
         1.100,,  0.000000    ,  4012.538    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10481.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6468.795    ,  6469.443    , 0.6472571    , 0.4465730E-02,  277852.3    ,  418873.8    , -409.8500    ,-0.9784569E-01,-0.9784569E-01
         1.117,,  0.000000    ,  4055.230    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10641.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6586.103    ,  6585.572    ,-0.5314997    ,-0.3616490E-02,  284437.9    ,  433570.4    , -410.3815    ,-0.9465164E-01,-0.9465164E-01
         1.133,,  0.000000    ,  4098.129    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10801.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6703.204    ,  6702.496    ,-0.7075914    ,-0.4749107E-02,  291140.4    ,  448469.9    , -411.0891    ,-0.9166482E-01,-0.9166482E-01
         1.150,,  0.000000    ,  4071.432    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10961.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6889.902    ,  6883.438    , -6.463328    ,-0.4299494E-01,  298023.8    ,  463502.6    , -417.5524    ,-0.9008631E-01,-0.9008631E-01
         1.167,,  0.000000    ,  4001.464    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11121.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7119.869    ,  7118.037    , -1.831583    ,-0.1211140E-01,  305141.9    ,  478625.4    , -419.3840    ,-0.8762259E-01,-0.8762259E-01
         1.183,,  0.000000    ,  4052.685    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11281.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7228.649    ,  7227.794    ,-0.8548999    ,-0.5575185E-02,  312369.6    ,  493959.4    , -420.2389    ,-0.8507558E-01,-0.8507558E-01
         1.200,,  0.000000    ,  4148.025    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11441.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7293.308    ,  7294.195    , 0.8869323    , 0.5689344E-02,  319663.8    ,  509548.8    , -419.3520    ,-0.8229868E-01,-0.8229868E-01
         1.217,,  0.000000    ,  4550.355    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11601.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7050.978    ,  7056.579    ,  5.600844    , 0.3467653E-01,  326720.4    ,  525700.5    , -413.7511    ,-0.7870472E-01,-0.7870472E-01
         1.233,,  0.000000    ,  4829.078    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11761.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6932.255    ,  6938.908    ,  6.653448    , 0.4010418E-01,  333659.3    ,  542290.9    , -407.0977    ,-0.7506998E-01,-0.7506998E-01
         1.250,,  0.000000    ,  5045.824    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11921.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6875.509    ,  6881.105    ,  5.595749    , 0.3297988E-01,  340540.4    ,  559258.1    , -401.5019    ,-0.7179189E-01,-0.7179189E-01
         1.267,,  0.000000    ,  5228.016    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  12081.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6853.317    ,  6859.073    ,  5.755910    , 0.3325319E-01,  347399.5    ,  576567.4    , -395.7460    ,-0.6863829E-01,-0.6863829E-01
         1.283,,  0.000000    ,  5491.979    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  12241.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6749.354    ,  6757.606    ,  8.252527    , 0.4653686E-01,  354157.1    ,  594300.7    , -387.4935    ,-0.6520158E-01,-0.6520158E-01
