"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         3.317,              ,  0.000000    ,  26256.16    ,  22205.10    ,  0.000000    ,  22205.10    ,  26256.16    , -4051.052    , -3965.509    ,  85.54283    , 0.1765180    ,  48461.26    ,  908685.3    ,  7416661.    ,  9029.197    , 0.1217421    , 0.1217421    
         3.333,              ,  0.000000    ,  26115.69    ,  22067.60    ,  0.000000    ,  22067.60    ,  26115.69    , -4048.087    , -3963.658    ,  84.42947    , 0.1752256    ,  48183.30    ,  904721.7    ,  7464844.    ,  9113.627    , 0.1220873    , 0.1220873    
         3.350,              ,  0.000000    ,  25972.36    ,  21930.10    ,  0.000000    ,  21930.10    ,  25972.36    , -4042.256    , -3959.200    ,  83.05520    , 0.1733840    ,  47902.46    ,  900762.5    ,  7512746.    ,  9196.682    , 0.1224144    , 0.1224144    
         3.367,              ,  0.000000    ,  25821.47    ,  21792.60    ,  0.000000    ,  21792.60    ,  25821.47    , -4028.867    , -3946.611    ,  82.25557    , 0.1727547    ,  47614.08    ,  896815.9    ,  7560361.    ,  9278.937    , 0.1227314    , 0.1227314    
         3.383,              ,  0.000000    ,  25667.02    ,  21655.10    ,  0.000000    ,  21655.10    ,  25667.02    , -4011.920    , -3933.558    ,  78.36179    , 0.1655923    ,  47322.13    ,  892882.3    ,  7607683.    ,  9357.299    , 0.1229980    , 0.1229980    
         3.400,              ,  0.000000    ,  25521.01    ,  21517.60    ,  0.000000    ,  21517.60    ,  25521.01    , -4003.403    , -3927.635    ,  75.76857    , 0.1610774    ,  47038.61    ,  888954.7    ,  7654721.    ,  9433.068    , 0.1232320    , 0.1232320    
         3.417,              ,  0.000000    ,  25451.54    ,  21380.10    ,  0.000000    ,  21380.10    ,  25451.54    , -4071.434    , -3998.105    ,  73.32888    , 0.1565798    ,  46831.64    ,  884956.6    ,  7701553.    ,  9506.397    , 0.1234348    , 0.1234348    
         3.433,              ,  0.000000    ,  25321.78    ,  21242.60    ,  0.000000    ,  21242.60    ,  25321.78    , -4079.176    , -4004.832    ,  74.34400    , 0.1596585    ,  46564.38    ,  880951.7    ,  7748117.    ,  9580.741    , 0.1236525    , 0.1236525    
         3.450,              ,  0.000000    ,  25187.88    ,  21105.10    ,  0.000000    ,  21105.10    ,  25187.88    , -4082.775    , -4009.081    ,  73.69461    , 0.1591918    ,  46292.98    ,  876942.7    ,  7794410.    ,  9654.435    , 0.1238636    , 0.1238636    
         3.467,              ,  0.000000    ,  25059.50    ,  20967.60    ,  0.000000    ,  20967.60    ,  25059.50    , -4091.900    , -4017.870    ,  74.02965    , 0.1608392    ,  46027.11    ,  872924.8    ,  7840437.    ,  9728.465    , 0.1240806    , 0.1240806    
         3.483,              ,  0.000000    ,  25015.74    ,  20830.10    ,  0.000000    ,  20830.10    ,  25015.74    , -4185.633    , -4111.326    ,  74.30671    , 0.1620795    ,  45845.84    ,  868813.5    ,  7886283.    ,  9802.772    , 0.1243015    , 0.1243015    
         3.500,              ,  0.000000    ,  24856.92    ,  20692.60    ,  0.000000    ,  20692.60    ,  24856.92    , -4164.311    , -4091.093    ,  73.21824    , 0.1607443    ,  45549.52    ,  864722.4    ,  7931833.    ,  9875.990    , 0.1245108    , 0.1245108    
         3.517,              ,  0.000000    ,  24688.61    ,  20555.10    ,  0.000000    ,  20555.10    ,  24688.61    , -4133.510    , -4060.098    ,  73.41214    , 0.1622593    ,  45243.72    ,  860662.3    ,  7977076.    ,  9949.402    , 0.1247249    , 0.1247249    
         3.533,              ,  0.000000    ,  24516.80    ,  20417.60    ,  0.000000    ,  20417.60    ,  24516.80    , -4099.196    , -4024.832    ,  74.36318    , 0.1654927    ,  44934.40    ,  856637.4    ,  8022011.    ,  10023.77    , 0.1249533    , 0.1249533    
         3.550,              ,  0.000000    ,  24440.34    ,  20280.10    ,  0.000000    ,  20280.10    ,  24440.34    , -4160.239    , -4084.491    ,  75.74852    , 0.1693823    ,  44720.45    ,  852552.9    ,  8066731.    ,  10099.51    , 0.1251996    , 0.1251996    
         3.567,              ,  0.000000    ,  24215.35    ,  20142.60    ,  0.000000    ,  20142.60    ,  24215.35    , -4072.748    , -4000.277    ,  72.47030    , 0.1633761    ,  44357.96    ,  848552.7    ,  8111089.    ,  10171.98    , 0.1254084    , 0.1254084    
         3.583,              ,  0.000000    ,  24103.55    ,  20005.10    ,  0.000000    ,  20005.10    ,  24103.55    , -4098.448    , -4024.974    ,  73.47401    , 0.1665750    ,  44108.66    ,  844527.7    ,  8155198.    ,  10245.46    , 0.1256310    , 0.1256310    
         3.600,              ,  0.000000    ,  24019.90    ,  19867.60    ,  0.000000    ,  19867.60    ,  24019.90    , -4152.291    , -4074.211    ,  78.08034    , 0.1779102    ,  43887.50    ,  840453.5    ,  8199085.    ,  10323.54    , 0.1259109    , 0.1259109    
         3.617,              ,  0.000000    ,  23845.45    ,  19730.10    ,  0.000000    ,  19730.10    ,  23845.45    , -4115.341    , -4043.781    ,  71.56034    , 0.1642213    ,  43575.55    ,  836409.7    ,  8242661.    ,  10395.10    , 0.1261134    , 0.1261134    
         3.633,              ,  0.000000    ,  23693.51    ,  19592.60    ,  0.000000    ,  19592.60    ,  23693.51    , -4100.908    , -4036.923    ,  63.98456    , 0.1478177    ,  43286.12    ,  832372.8    ,  8285947.    ,  10459.08    , 0.1262268    , 0.1262268    
         3.650,              ,  0.000000    ,  23578.06    ,  19455.10    ,  0.000000    ,  19455.10    ,  23578.06    , -4122.952    , -4053.364    ,  69.58821    , 0.1617083    ,  43033.16    ,  828319.4    ,  8328980.    ,  10528.67    , 0.1264101    , 0.1264101    
         3.667,              ,  0.000000    ,  23461.03    ,  19317.60    ,  0.000000    ,  19317.60    ,  23461.03    , -4143.427    , -4072.269    ,  71.15807    , 0.1663402    ,  42778.64    ,  824247.1    ,  8371759.    ,  10599.83    , 0.1266141    , 0.1266141    
         3.683,              ,  0.000000    ,  23333.02    ,  19180.10    ,  0.000000    ,  19180.10    ,  23333.02    , -4152.916    , -4081.955    ,  70.96166    , 0.1669171    ,  42513.12    ,  820165.2    ,  8414272.    ,  10670.79    , 0.1268178    , 0.1268178    
         3.700,              ,  0.000000    ,  23181.57    ,  19042.60    ,  0.000000    ,  19042.60    ,  23181.57    , -4138.970    , -4068.886    ,  70.08321    , 0.1659789    ,  42224.18    ,  816096.3    ,  8456496.    ,  10740.87    , 0.1270133    , 0.1270133    
         3.717,              ,  0.000000    ,  23030.16    ,  18905.10    ,  0.000000    ,  18905.10    ,  23030.16    , -4125.051    , -4054.028    ,  71.02344    , 0.1693645    ,  41935.26    ,  812042.3    ,  8498431.    ,  10811.90    , 0.1272223    , 0.1272223    
         3.733,              ,  0.000000    ,  22996.50    ,  18767.60    ,  0.000000    ,  18767.60    ,  22996.50    , -4228.896    , -4157.398    ,  71.49777    , 0.1711943    ,  41764.10    ,  807884.9    ,  8540196.    ,  10883.40    , 0.1274373    , 0.1274373    
         3.750,              ,  0.000000    ,  22900.99    ,  18630.10    ,  0.000000    ,  18630.10    ,  22900.99    , -4270.882    , -4200.848    ,  70.03480    , 0.1686322    ,  41531.09    ,  803684.0    ,  8581727.    ,  10953.43    , 0.1276367    , 0.1276367    
         3.767,              ,  0.000000    ,  22759.07    ,  18492.60    ,  0.000000    ,  18492.60    ,  22759.07    , -4266.463    , -4197.549    ,  68.91405    , 0.1670576    ,  41251.67    ,  799486.5    ,  8622978.    ,  11022.34    , 0.1278253    , 0.1278253    
         3.783,              ,  0.000000    ,  22577.72    ,  18355.10    ,  0.000000    ,  18355.10    ,  22577.72    , -4222.621    , -4154.847    ,  67.77361    , 0.1655727    ,  40932.83    ,  795331.6    ,  8663911.    ,  11090.12    , 0.1280036    , 0.1280036    
         3.800,              ,  0.000000    ,  22404.97    ,  18217.60    ,  0.000000    ,  18217.60    ,  22404.97    , -4187.366    , -4120.234    ,  67.13194    , 0.1652577    ,  40622.57    ,  791211.4    ,  8704534.    ,  11157.25    , 0.1281775    , 0.1281775    
         3.817,              ,  0.000000    ,  22248.20    ,  18080.10    ,  0.000000    ,  18080.10    ,  22248.20    , -4168.098    , -4101.118    ,  66.97922    , 0.1660849    ,  40328.31    ,  787110.3    ,  8744862.    ,  11224.23    , 0.1283523    , 0.1283523    
         3.833,              ,  0.000000    ,  22125.21    ,  17942.60    ,  0.000000    ,  17942.60    ,  22125.21    , -4182.608    , -4115.958    ,  66.65059    , 0.1663445    ,  40067.82    ,  782994.3    ,  8784930.    ,  11290.88    , 0.1285256    , 0.1285256    
         3.850,              ,  0.000000    ,  21982.04    ,  17805.10    ,  0.000000    ,  17805.10    ,  21982.04    , -4176.935    , -4111.390    ,  65.54448    , 0.1647378    ,  39787.14    ,  778882.9    ,  8824717.    ,  11356.42    , 0.1286888    , 0.1286888    
         3.867,              ,  0.000000    ,  21829.58    ,  17667.60    ,  0.000000    ,  17667.60    ,  21829.58    , -4161.974    , -4097.687    ,  64.28681    , 0.1627630    ,  39497.18    ,  774785.2    ,  8864214.    ,  11420.71    , 0.1288406    , 0.1288406    
         3.883,              ,  0.000000    ,  21660.93    ,  17530.10    ,  0.000000    ,  17530.10    ,  21660.93    , -4130.827    , -4067.391    ,  63.43597    , 0.1618635    ,  39191.03    ,  770717.9    ,  8903405.    ,  11484.15    , 0.1289860    , 0.1289860    
         3.900,              ,  0.000000    ,  21496.28    ,  17392.60    ,  0.000000    ,  17392.60    ,  21496.28    , -4103.675    , -4040.260    ,  63.41436    , 0.1630655    ,  38888.88    ,  766677.6    ,  8942294.    ,  11547.56    , 0.1291342    , 0.1291342    
         3.917,              ,  0.000000    ,  21334.58    ,  17255.10    ,  0.000000    ,  17255.10    ,  21334.58    , -4079.477    , -4040.519    ,  38.95817    , 0.1009549    ,  38589.69    ,  762637.1    ,  8980884.    ,  11586.52    , 0.1290131    , 0.1290131    
         3.933,              ,  0.000000    ,  21185.52    ,  17117.60    ,  0.000000    ,  17117.60    ,  21185.52    , -4067.917    , -4005.239    ,  62.67756    , 0.1636356    ,  38303.13    ,  758631.8    ,  9019187.    ,  11649.20    , 0.1291602    , 0.1291602    
         3.950,              ,  0.000000    ,  21045.57    ,  16980.10    ,  0.000000    ,  16980.10    ,  21045.57    , -4065.468    , -4003.129    ,  62.33920    , 0.1639398    ,  38025.68    ,  754628.7    ,  9057213.    ,  11711.54    , 0.1293062    , 0.1293062    
         3.967,              ,  0.000000    ,  20920.97    ,  16842.60    ,  0.000000    ,  16842.60    ,  20920.97    , -4078.371    , -4014.876    ,  63.49439    , 0.1681366    ,  37763.58    ,  750613.8    ,  9094976.    ,  11775.03    , 0.1294674    , 0.1294674    
         3.983,              ,  0.000000    ,  20859.94    ,  16705.10    ,  0.000000    ,  16705.10    ,  20859.94    , -4154.833    , -4092.884    ,  61.94865    , 0.1649104    ,  37565.04    ,  746520.9    ,  9132541.    ,  11836.98    , 0.1296132    , 0.1296132    
         4.000,              ,  0.000000    ,  20767.73    ,  16567.60    ,  0.000000    ,  16567.60    ,  20767.73    , -4200.121    , -4142.388    ,  57.73328    , 0.1546344    ,  37335.33    ,  742378.6    ,  9169877.    ,  11894.71    , 0.1297151    , 0.1297151    
         4.017,              ,  0.000000    ,  20492.33    ,  16430.10    ,  0.000000    ,  16430.10    ,  20492.33    , -4062.228    , -4006.770    ,  55.45732    , 0.1501995    ,  36922.44    ,  738371.8    ,  9206799.    ,  11950.17    , 0.1297972    , 0.1297972    
         4.033,              ,  0.000000    ,  20362.95    ,  16292.60    ,  0.000000    ,  16292.60    ,  20362.95    , -4070.347    , -4014.565    ,  55.78277    , 0.1521809    ,  36655.56    ,  734357.2    ,  9243455.    ,  12005.95    , 0.1298860    , 0.1298860    
         4.050,              ,  0.000000    ,  20234.88    ,  16155.10    ,  0.000000    ,  16155.10    ,  20234.88    , -4079.772    , -4022.744    ,  57.02819    , 0.1567140    ,  36389.98    ,  730334.5    ,  9279845.    ,  12062.98    , 0.1299912    , 0.1299912    
         4.067,              ,  0.000000    ,  20103.13    ,  16017.60    ,  0.000000    ,  16017.60    ,  20103.13    , -4085.525    , -4031.307    ,  54.21758    , 0.1501010    ,  36120.73    ,  726303.2    ,  9315965.    ,  12117.20    , 0.1300692    , 0.1300692    
         4.083,              ,  0.000000    ,  19953.83    ,  15880.10    ,  0.000000    ,  15880.10    ,  19953.83    , -4073.725    , -4019.491    ,  54.23391    , 0.1513479    ,  35833.93    ,  722283.7    ,  9351799.    ,  12171.43    , 0.1301507    , 0.1301507    
         4.100,              ,  0.000000    ,  19947.34    ,  15742.60    ,  0.000000    ,  15742.60    ,  19947.34    , -4204.733    , -4149.109    ,  55.62446    , 0.1558547    ,  35689.94    ,  718134.6    ,  9387489.    ,  12227.06    , 0.1302484    , 0.1302484    
         4.117,              ,  0.000000    ,  19778.41    ,  15605.10    ,  0.000000    ,  15605.10    ,  19778.41    , -4173.306    , -4111.367    ,  61.93926    , 0.1750512    ,  35383.51    ,  714023.2    ,  9422873.    ,  12289.00    , 0.1304167    , 0.1304167    
         4.133,              ,  0.000000    ,  19657.22    ,  15467.60    ,  0.000000    ,  15467.60    ,  19657.22    , -4189.613    , -4128.984    ,  60.62914    , 0.1726105    ,  35124.82    ,  709894.2    ,  9457997.    ,  12349.63    , 0.1305734    , 0.1305734    
         4.150,              ,  0.000000    ,  19506.56    ,  15330.10    ,  0.000000    ,  15330.10    ,  19506.56    , -4176.458    , -4122.022    ,  54.43592    , 0.1562604    ,  34836.67    ,  705772.2    ,  9492834.    ,  12404.06    , 0.1306676    , 0.1306676    
         4.167,              ,  0.000000    ,  19361.20    ,  15192.60    ,  0.000000    ,  15192.60    ,  19361.20    , -4168.592    , -4118.929    ,  49.66232    , 0.1437246    ,  34553.80    ,  701653.3    ,  9527388.    ,  12453.72    , 0.1307150    , 0.1307150    
         4.183,              ,  0.000000    ,  19220.37    ,  15055.10    ,  0.000000    ,  15055.10    ,  19220.37    , -4165.262    , -4118.004    ,  47.25777    , 0.1378764    ,  34275.47    ,  697535.3    ,  9561663.    ,  12500.98    , 0.1307407    , 0.1307407    
         4.200,              ,  0.000000    ,  19210.96    ,  14917.60    ,  0.000000    ,  14917.60    ,  19210.96    , -4293.358    , -4243.636    ,  49.72236    , 0.1456913    ,  34128.57    ,  693291.6    ,  9595792.    ,  12550.70    , 0.1307938    , 0.1307938    
         4.217,              ,  0.000000    ,  19394.56    ,  14780.10    ,  0.000000    ,  14780.10    ,  19394.56    , -4614.454    , -4565.159    ,  49.29564    , 0.1442462    ,  34174.66    ,  688726.5    ,  9629967.    ,  12600.00    , 0.1308416    , 0.1308416    
         4.233,              ,  0.000000    ,  19217.20    ,  14642.60    ,  0.000000    ,  14642.60    ,  19217.20    , -4574.592    , -4530.098    ,  44.49364    , 0.1314055    ,  33859.80    ,  684196.4    ,  9663826.    ,  12644.49    , 0.1308435    , 0.1308435    
         4.250,              ,  0.000000    ,  18970.73    ,  14505.10    ,  0.000000    ,  14505.10    ,  18970.73    , -4465.629    , -4429.478    ,  36.15133    , 0.1079923    ,  33475.84    ,  679766.9    ,  9697302.    ,  12680.64    , 0.1307647    , 0.1307647    
         4.267,              ,  0.000000    ,  18786.90    ,  14367.60    ,  0.000000    ,  14367.60    ,  18786.90    , -4419.301    , -4396.662    ,  22.63919    , 0.6828391E-01,  33154.51    ,  675370.2    ,  9730457.    ,  12703.28    , 0.1305518    , 0.1305518    
         4.283,              ,  0.000000    ,  18593.76    ,  14230.10    ,  0.000000    ,  14230.10    ,  18593.76    , -4363.657    , -4338.459    ,  25.19735    , 0.7676534E-01,  32823.86    ,  671031.8    ,  9763281.    ,  12728.48    , 0.1303709    , 0.1303709    
         4.300,              ,  0.000000    ,  18376.49    ,  14092.60    ,  0.000000    ,  14092.60    ,  18376.49    , -4283.885    , -4271.662    ,  12.22289    , 0.3764470E-01,  32469.09    ,  666760.1    ,  9795750.    ,  12740.70    , 0.1300636    , 0.1300636    
         4.317,              ,  0.000000    ,  18195.70    ,  13955.10    ,  0.000000    ,  13955.10    ,  18195.70    , -4240.597    , -4227.045    ,  13.55188    , 0.4215097E-01,  32150.81    ,  662533.1    ,  9827901.    ,  12754.26    , 0.1297760    , 0.1297760    
         4.333,              ,  0.000000    ,  18038.63    ,  13817.60    ,  0.000000    ,  13817.60    ,  18038.63    , -4221.024    , -4210.320    ,  10.70442    , 0.3360228E-01,  31856.23    ,  658322.7    ,  9859757.    ,  12764.96    , 0.1294653    , 0.1294653    
         4.350,              ,  0.000000    ,  17989.04    ,  13680.10    ,  0.000000    ,  13680.10    ,  17989.04    , -4308.940    , -4296.983    ,  11.95687    , 0.3775556E-01,  31669.15    ,  654025.8    ,  9891426.    ,  12776.92    , 0.1291716    , 0.1291716    
         4.367,              ,  0.000000    ,  17955.81    ,  13542.60    ,  0.000000    ,  13542.60    ,  17955.81    , -4413.211    , -4402.699    ,  10.51131    , 0.3337091E-01,  31498.42    ,  649623.1    ,  9922924.    ,  12787.43    , 0.1288675    , 0.1288675    
         4.383,              ,  0.000000    ,  17804.42    ,  13405.10    ,  0.000000    ,  13405.10    ,  17804.42    , -4399.311    , -4394.308    ,  5.003515    , 0.1603202E-01,  31209.52    ,  645228.8    ,  9954134.    ,  12792.43    , 0.1285138    , 0.1285138    
         4.400,              ,  0.000000    ,  17661.78    ,  13267.60    ,  0.000000    ,  13267.60    ,  17661.78    , -4394.172    , -4401.172    , -6.999662    ,-0.2263111E-01,  30929.38    ,  640827.6    ,  9985063.    ,  12785.43    , 0.1280456    , 0.1280456    
         4.417,              ,  0.000000    ,  17739.89    ,  13130.10    ,  0.000000    ,  13130.10    ,  17739.89    , -4609.786    , -4609.322    , 0.4639758    , 0.1502999E-02,  30869.99    ,  636218.3    , 0.1001593E+08,  12785.90    , 0.1276556    , 0.1276556    
         4.433,              ,  0.000000    ,  17763.16    ,  12992.60    ,  0.000000    ,  12992.60    ,  17763.16    , -4770.555    , -4772.315    , -1.760057    ,-0.5722690E-02,  30755.76    ,  631446.0    , 0.1004669E+08,  12784.14    , 0.1272473    , 0.1272473    
         4.450,              ,  0.000000    ,  17422.92    ,  12855.10    ,  0.000000    ,  12855.10    ,  17422.92    , -4567.818    , -4585.504    , -17.68566    ,-0.5841086E-01,  30278.03    ,  626860.4    , 0.1007697E+08,  12766.45    , 0.1266894    , 0.1266894    
         4.467,              ,  0.000000    ,  17131.52    ,  12717.60    ,  0.000000    ,  12717.60    ,  17131.52    , -4413.913    , -4432.033    , -18.12073    ,-0.6070776E-01,  29849.12    ,  622428.4    , 0.1010682E+08,  12748.33    , 0.1261360    , 0.1261360    
         4.483,              ,  0.000000    ,  16932.48    ,  12580.10    ,  0.000000    ,  12580.10    ,  16932.48    , -4352.375    , -4365.744    , -13.36978    ,-0.4530197E-01,  29512.58    ,  618062.7    , 0.1013633E+08,  12734.96    , 0.1256368    , 0.1256368    
         4.500,              ,  0.000000    ,  16781.94    ,  12442.60    ,  0.000000    ,  12442.60    ,  16781.94    , -4339.333    , -4347.395    , -8.061379    ,-0.2758428E-01,  29224.54    ,  613715.3    , 0.1016555E+08,  12726.90    , 0.1251963    , 0.1251963    
         4.517,              ,  0.000000    ,  16701.56    ,  12305.10    ,  0.000000    ,  12305.10    ,  16701.56    , -4396.460    , -4393.397    ,  3.062916    , 0.1055935E-01,  29006.67    ,  609321.9    , 0.1019456E+08,  12729.96    , 0.1248701    , 0.1248701    
         4.533,              ,  0.000000    ,  16632.81    ,  12167.60    ,  0.000000    ,  12167.60    ,  16632.81    , -4465.209    , -4461.350    ,  3.858871    , 0.1339866E-01,  28800.42    ,  604860.5    , 0.1022336E+08,  12733.82    , 0.1245561    , 0.1245561    
         4.550,              ,  0.000000    ,  16542.16    ,  12030.10    ,  0.000000    ,  12030.10    ,  16542.16    , -4512.059    , -4502.752    ,  9.307447    , 0.3257511E-01,  28572.27    ,  600357.8    , 0.1025193E+08,  12743.13    , 0.1242998    , 0.1242998    
         4.567,              ,  0.000000    ,  16432.67    ,  11892.60    ,  0.000000    ,  11892.60    ,  16432.67    , -4540.062    , -4533.243    ,  6.819024    , 0.2407399E-01,  28325.27    ,  595824.5    , 0.1028026E+08,  12749.95    , 0.1240236    , 0.1240236    
         4.583,              ,  0.000000    ,  16280.47    ,  11755.10    ,  0.000000    ,  11755.10    ,  16280.47    , -4525.369    , -4548.582    , -23.21281    ,-0.8279770E-01,  28035.58    ,  591276.0    , 0.1030829E+08,  12726.73    , 0.1234611    , 0.1234611    
         4.600,              ,  0.000000    ,  16038.13    ,  11617.60    ,  0.000000    ,  11617.60    ,  16038.13    , -4420.524    , -4402.117    ,  18.40690    , 0.6655727E-01,  27655.73    ,  586873.8    , 0.1033595E+08,  12745.14    , 0.1233089    , 0.1233089    
         4.617,              ,  0.000000    ,  15949.94    ,  11480.10    ,  0.000000    ,  11480.10    ,  15949.94    , -4469.835    , -4448.164    ,  21.67111    , 0.7900500E-01,  27430.04    ,  582425.7    , 0.1036338E+08,  12766.81    , 0.1231916    , 0.1231916    
         4.633,              ,  0.000000    ,  15831.10    ,  11342.60    ,  0.000000    ,  11342.60    ,  15831.10    , -4488.499    , -4467.797    ,  20.70266    , 0.7618637E-01,  27173.71    ,  577957.9    , 0.1039055E+08,  12787.51    , 0.1230687    , 0.1230687    
         4.650,              ,  0.000000    ,  15571.31    ,  11205.10    ,  0.000000    ,  11205.10    ,  15571.31    , -4366.211    , -4342.702    ,  23.50883    , 0.8779675E-01,  26776.42    ,  573615.2    , 0.1041733E+08,  12811.02    , 0.1229780    , 0.1229780    
         4.667,              ,  0.000000    ,  15419.08    ,  11067.60    ,  0.000000    ,  11067.60    ,  15419.08    , -4351.475    , -4325.553    ,  25.92213    , 0.9786855E-01,  26486.68    ,  569289.6    , 0.1044382E+08,  12836.95    , 0.1229143    , 0.1229143    
         4.683,              ,  0.000000    ,  15348.42    ,  10930.10    ,  0.000000    ,  10930.10    ,  15348.42    , -4418.320    , -4391.608    ,  26.71177    , 0.1016486    ,  26278.53    ,  564898.0    , 0.1047009E+08,  12863.66    , 0.1228609    , 0.1228609    
         4.700,              ,  0.000000    ,  15224.22    ,  10792.60    ,  0.000000    ,  10792.60    ,  15224.22    , -4431.613    , -4401.906    ,  29.70673    , 0.1141828    ,  26016.82    ,  560496.1    , 0.1049611E+08,  12893.36    , 0.1228394    , 0.1228394    
         4.717,              ,  0.000000    ,  15095.33    ,  10655.10    ,  0.000000    ,  10655.10    ,  15095.33    , -4440.229    , -4413.014    ,  27.21581    , 0.1056907    ,  25750.44    ,  556083.1    , 0.1052186E+08,  12920.58    , 0.1227975    , 0.1227975    
         4.733,              ,  0.000000    ,  14949.21    ,  10517.60    ,  0.000000    ,  10517.60    ,  14949.21    , -4431.603    , -4404.259    ,  27.34427    , 0.1073722    ,  25466.81    ,  551678.8    , 0.1054733E+08,  12947.92    , 0.1227602    , 0.1227602    
         4.750,              ,  0.000000    ,  14786.61    ,  10380.10    ,  0.000000    ,  10380.10    ,  14786.61    , -4406.504    , -4378.537    ,  27.96734    , 0.1111283    ,  25166.71    ,  547300.3    , 0.1057250E+08,  12975.89    , 0.1227325    , 0.1227325    
         4.767,              ,  0.000000    ,  14614.14    ,  10242.60    ,  0.000000    ,  10242.60    ,  14614.14    , -4371.534    , -4343.708    ,  27.82656    , 0.1119477    ,  24856.74    ,  542956.6    , 0.1059735E+08,  13003.72    , 0.1227072    , 0.1227072    
         4.783,              ,  0.000000    ,  14488.59    ,  10105.10    ,  0.000000    ,  10105.10    ,  14488.59    , -4383.490    , -4364.733    ,  18.75676    , 0.7626653E-01,  24593.70    ,  538591.9    , 0.1062195E+08,  13022.47    , 0.1225997    , 0.1225997    
         4.800,              ,  0.000000    ,  14419.03    ,  9967.604    ,  0.000000    ,  9967.604    ,  14419.03    , -4451.428    , -4426.783    ,  24.64489    , 0.1010590    ,  24386.64    ,  534165.1    , 0.1064633E+08,  13047.12    , 0.1225504    , 0.1225504    
         4.817,              ,  0.000000    ,  14200.23    ,  9830.104    ,  0.000000    ,  9830.104    ,  14200.23    , -4370.128    , -4342.030    ,  28.09768    , 0.1169259    ,  24030.34    ,  529823.0    , 0.1067036E+08,  13075.22    , 0.1225377    , 0.1225377    
         4.833,              ,  0.000000    ,  13959.29    ,  9692.604    ,  0.000000    ,  9692.604    ,  13959.29    , -4266.682    , -4253.002    ,  13.67966    , 0.5783749E-01,  23651.89    ,  525570.0    , 0.1069401E+08,  13088.90    , 0.1223946    , 0.1223946    
         4.850,              ,  0.000000    ,  13809.40    ,  9555.104    ,  0.000000    ,  9555.104    ,  13809.40    , -4254.297    , -4224.874    ,  29.42257    , 0.1259285    ,  23364.50    ,  521345.2    , 0.1071738E+08,  13118.32    , 0.1224023    , 0.1224023    
         4.867,              ,  0.000000    ,  13726.91    ,  9417.604    ,  0.000000    ,  9417.604    ,  13726.91    , -4309.310    , -4278.403    ,  30.90662    , 0.1335375    ,  23144.52    ,  517066.8    , 0.1074052E+08,  13149.23    , 0.1224263    , 0.1224263    
         4.883,              ,  0.000000    ,  13679.98    ,  9280.104    ,  0.000000    ,  9280.104    ,  13679.98    , -4399.872    , -4367.725    ,  32.14720    , 0.1400135    ,  22960.08    ,  512699.0    , 0.1076348E+08,  13181.37    , 0.1224638    , 0.1224638    
         4.900,              ,  0.000000    ,  13594.67    ,  9142.604    ,  0.000000    ,  9142.604    ,  13594.67    , -4452.063    , -4421.654    ,  30.40901    , 0.1337408    ,  22737.27    ,  508277.4    , 0.1078622E+08,  13211.78    , 0.1224876    , 0.1224876    
         4.917,              ,  0.000000    ,  13483.65    ,  9005.104    ,  0.000000    ,  9005.104    ,  13483.65    , -4478.549    , -4447.843    ,  30.70676    , 0.1365427    ,  22488.76    ,  503829.5    , 0.1080871E+08,  13242.49    , 0.1225168    , 0.1225168    
         4.933,              ,  0.000000    ,  13337.75    ,  8867.604    ,  0.000000    ,  8867.604    ,  13337.75    , -4470.144    , -4448.075    ,  22.06899    , 0.9938590E-01,  22205.35    ,  499381.5    , 0.1083092E+08,  13264.56    , 0.1224694    , 0.1224694    
         4.950,              ,  0.000000    ,  13233.46    ,  8730.104    ,  0.000000    ,  8730.104    ,  13233.46    , -4503.358    , -4476.119    ,  27.23928    , 0.1240203    ,  21963.57    ,  494905.3    , 0.1085288E+08,  13291.80    , 0.1224726    , 0.1224726    
         4.967,              ,  0.000000    ,  13127.01    ,  8592.604    ,  0.000000    ,  8592.604    ,  13127.01    , -4534.403    , -4502.236    ,  32.16682    , 0.1481003    ,  21719.61    ,  490403.1    , 0.1087460E+08,  13323.96    , 0.1225237    , 0.1225237    
         4.983,              ,  0.000000    ,  13041.42    ,  8455.104    ,  0.000000    ,  8455.104    ,  13041.42    , -4586.316    , -4556.869    ,  29.44653    , 0.1369827    ,  21496.52    ,  485846.2    , 0.1089609E+08,  13353.41    , 0.1225523    , 0.1225523    
         5.000,              ,  0.000000    ,  12912.14    ,  8317.604    ,  0.000000    ,  8317.604    ,  12912.14    , -4594.533    , -4564.462    ,  30.07104    , 0.1416458    ,  21229.74    ,  481281.8    , 0.1091732E+08,  13383.48    , 0.1225894    , 0.1225894    
         5.017,              ,  0.000000    ,  12799.08    ,  8180.104    ,  0.000000    ,  8180.104    ,  12799.08    , -4618.976    , -4567.828    ,  51.14753    , 0.2438013    ,  20979.18    ,  476714.0    , 0.1093830E+08,  13434.63    , 0.1228219    , 0.1228219    
