"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         5.150,              ,  0.000000    ,  5417.050    ,  3218.229    ,  0.000000    ,  3218.229    ,  5417.050    , -2198.821    , -2182.266    ,  16.55412    , 0.1917034    ,  8635.279    ,  237419.7    ,  5005820.    ,  5749.524    , 0.1148568    , 0.1148568    
         5.167,              ,  0.000000    ,  5428.600    ,  3155.729    ,  0.000000    ,  3155.729    ,  5428.600    , -2272.871    , -2257.955    ,  14.91620    , 0.1737609    ,  8584.329    ,  235161.8    ,  5014405.    ,  5764.440    , 0.1149576    , 0.1149576    
         5.183,              ,  0.000000    ,  5330.380    ,  3093.229    ,  0.000000    ,  3093.229    ,  5330.380    , -2237.151    , -2222.813    ,  14.33817    , 0.1702140    ,  8423.609    ,  232939.0    ,  5022828.    ,  5778.778    , 0.1150503    , 0.1150503    
         5.200,              ,  0.000000    ,  5236.668    ,  3030.729    ,  0.000000    ,  3030.729    ,  5236.668    , -2205.939    , -2193.779    ,  12.16002    , 0.1470840    ,  8267.397    ,  230745.2    ,  5031096.    ,  5790.938    , 0.1151029    , 0.1151029    
         5.217,              ,  0.000000    ,  5170.339    ,  2968.229    ,  0.000000    ,  2968.229    ,  5170.339    , -2202.110    , -2194.454    ,  7.656447    , 0.9407609E-01,  8138.568    ,  228550.7    ,  5039234.    ,  5798.594    , 0.1150690    , 0.1150690    
         5.233,              ,  0.000000    ,  5028.703    ,  2905.729    ,  0.000000    ,  2905.729    ,  5028.703    , -2122.974    , -2110.671    ,  12.30254    , 0.1550526    ,  7934.432    ,  226440.1    ,  5047169.    ,  5810.897    , 0.1151318    , 0.1151318    
         5.250,              ,  0.000000    ,  4928.751    ,  2843.229    ,  0.000000    ,  2843.229    ,  4928.751    , -2085.522    , -2072.129    ,  13.39340    , 0.1723293    ,  7771.980    ,  224367.9    ,  5054941.    ,  5824.290    , 0.1152198    , 0.1152198    
         5.267,              ,  0.000000    ,  4895.485    ,  2780.729    ,  0.000000    ,  2780.729    ,  4895.485    , -2114.756    , -2100.163    ,  14.59273    , 0.1901033    ,  7676.214    ,  222267.8    ,  5062617.    ,  5838.883    , 0.1153333    , 0.1153333    
         5.283,              ,  0.000000    ,  4850.035    ,  2718.229    ,  0.000000    ,  2718.229    ,  4850.035    , -2131.805    , -2117.150    ,  14.65548    , 0.1936438    ,  7568.264    ,  220150.6    ,  5070185.    ,  5853.539    , 0.1154502    , 0.1154502    
         5.300,              ,  0.000000    ,  4801.606    ,  2655.729    ,  0.000000    ,  2655.729    ,  4801.606    , -2145.877    , -2131.841    ,  14.03643    , 0.1882231    ,  7457.335    ,  218018.8    ,  5077643.    ,  5867.575    , 0.1155571    , 0.1155571    
         5.317,              ,  0.000000    ,  4725.309    ,  2593.229    ,  0.000000    ,  2593.229    ,  4725.309    , -2132.079    , -2118.615    ,  13.46499    , 0.1839847    ,  7318.538    ,  215900.2    ,  5084961.    ,  5881.040    , 0.1156556    , 0.1156556    
         5.333,              ,  0.000000    ,  4644.895    ,  2530.729    ,  0.000000    ,  2530.729    ,  4644.895    , -2114.166    , -2100.272    ,  13.89391    , 0.1936266    ,  7175.624    ,  213799.9    ,  5092137.    ,  5894.934    , 0.1157654    , 0.1157654    
         5.350,              ,  0.000000    ,  4586.171    ,  2468.229    ,  0.000000    ,  2468.229    ,  4586.171    , -2117.942    , -2104.267    ,  13.67568    , 0.1938602    ,  7054.401    ,  211695.6    ,  5099191.    ,  5908.610    , 0.1158735    , 0.1158735    
         5.367,              ,  0.000000    ,  4547.214    ,  2405.729    ,  0.000000    ,  2405.729    ,  4547.214    , -2141.485    , -2129.658    ,  11.82728    , 0.1701046    ,  6952.943    ,  209566.0    ,  5106144.    ,  5920.437    , 0.1159473    , 0.1159473    
         5.383,              ,  0.000000    ,  4496.822    ,  2343.229    ,  0.000000    ,  2343.229    ,  4496.822    , -2153.593    , -2139.820    ,  13.77320    , 0.2013611    ,  6840.051    ,  207426.1    ,  5112984.    ,  5934.210    , 0.1160616    , 0.1160616    
         5.400,              ,  0.000000    ,  4425.333    ,  2280.729    ,  0.000000    ,  2280.729    ,  4425.333    , -2144.603    , -2135.968    ,  8.635928    , 0.1287779    ,  6706.062    ,  205290.2    ,  5119690.    ,  5942.846    , 0.1160782    , 0.1160782    
         5.417,              ,  0.000000    ,  4169.874    ,  2218.229    ,  0.000000    ,  2218.229    ,  4169.874    , -1951.645    , -1939.875    ,  11.77029    , 0.1842533    ,  6388.103    ,  203350.3    ,  5126078.    ,  5954.616    , 0.1161632    , 0.1161632    
         5.433,              ,  0.000000    ,  4204.776    ,  2155.729    ,  0.000000    ,  2155.729    ,  4204.776    , -2049.047    , -2041.181    ,  7.865715    , 0.1236649    ,  6360.505    ,  201309.1    ,  5132439.    ,  5962.482    , 0.1161725    , 0.1161725    
         5.450,              ,  0.000000    ,  4210.854    ,  2093.229    ,  0.000000    ,  2093.229    ,  4210.854    , -2117.625    , -2121.298    , -3.673470    ,-0.5827129E-01,  6304.083    ,  199187.8    ,  5138743.    ,  5958.809    , 0.1159585    , 0.1159585    
         5.467,              ,  0.000000    ,  4196.530    ,  2030.729    ,  0.000000    ,  2030.729    ,  4196.530    , -2165.800    , -2156.032    ,  9.768168    , 0.1568615    ,  6227.259    ,  197031.8    ,  5144970.    ,  5968.577    , 0.1160080    , 0.1160080    
         5.483,              ,  0.000000    ,  4147.639    ,  1968.229    ,  0.000000    ,  1968.229    ,  4147.639    , -2179.410    , -2168.557    ,  10.85317    , 0.1774592    ,  6115.869    ,  194863.2    ,  5151086.    ,  5979.430    , 0.1160810    , 0.1160810    
         5.500,              ,  0.000000    ,  4149.806    ,  1905.729    ,  0.000000    ,  1905.729    ,  4149.806    , -2244.077    , -2236.474    ,  7.602583    , 0.1255477    ,  6055.535    ,  192626.8    ,  5157142.    ,  5987.032    , 0.1160921    , 0.1160921    
         5.517,              ,  0.000000    ,  4082.900    ,  1843.229    ,  0.000000    ,  1843.229    ,  4082.900    , -2239.671    , -2229.125    ,  10.54577    , 0.1779537    ,  5926.129    ,  190397.6    ,  5163068.    ,  5997.578    , 0.1161631    , 0.1161631    
         5.533,              ,  0.000000    ,  4015.420    ,  1780.729    ,  0.000000    ,  1780.729    ,  4015.420    , -2234.691    , -2231.439    ,  3.252359    , 0.5611241E-01,  5796.149    ,  188166.2    ,  5168864.    ,  6000.831    , 0.1160957    , 0.1160957    
         5.550,              ,  0.000000    ,  3962.225    ,  1718.229    ,  0.000000    ,  1718.229    ,  3962.225    , -2243.996    , -2233.947    ,  10.04972    , 0.1769176    ,  5680.455    ,  185932.2    ,  5174544.    ,  6010.880    , 0.1161625    , 0.1161625    
         5.567,              ,  0.000000    ,  3915.806    ,  1655.729    ,  0.000000    ,  1655.729    ,  3915.806    , -2260.077    , -2250.242    ,  9.834674    , 0.1765164    ,  5571.535    ,  183682.0    ,  5180116.    ,  6020.715    , 0.1162274    , 0.1162274    
         5.583,              ,  0.000000    ,  3868.851    ,  1593.229    ,  0.000000    ,  1593.229    ,  3868.851    , -2275.622    , -2266.620    ,  9.001846    , 0.1648062    ,  5462.080    ,  181415.4    ,  5185578.    ,  6029.717    , 0.1162786    , 0.1162786    
         5.600,              ,  0.000000    ,  3750.407    ,  1530.729    ,  0.000000    ,  1530.729    ,  3750.407    , -2219.678    , -2210.861    ,  8.817139    , 0.1669553    ,  5281.136    ,  179204.5    ,  5190859.    ,  6038.534    , 0.1163301    , 0.1163301    
         5.617,              ,  0.000000    ,  3668.948    ,  1468.229    ,  0.000000    ,  1468.229    ,  3668.948    , -2200.719    , -2192.064    ,  8.654299    , 0.1684641    ,  5137.177    ,  177012.5    ,  5195996.    ,  6047.188    , 0.1163817    , 0.1163817    
         5.633,              ,  0.000000    ,  3614.313    ,  1405.729    ,  0.000000    ,  1405.729    ,  3614.313    , -2208.584    , -2199.808    ,  8.776017    , 0.1748196    ,  5020.042    ,  174812.7    ,  5201016.    ,  6055.964    , 0.1164381    , 0.1164381    
         5.650,              ,  0.000000    ,  3544.554    ,  1343.229    ,  0.000000    ,  1343.229    ,  3544.554    , -2201.325    , -2192.820    ,  8.505137    , 0.1740081    ,  4887.783    ,  172619.8    ,  5205904.    ,  6064.469    , 0.1164921    , 0.1164921    
         5.667,              ,  0.000000    ,  3495.456    ,  1280.729    ,  0.000000    ,  1280.729    ,  3495.456    , -2214.727    , -2205.947    ,  8.780358    , 0.1838362    ,  4776.185    ,  170413.9    ,  5210680.    ,  6073.250    , 0.1165539    , 0.1165539    
         5.683,              ,  0.000000    ,  3476.623    ,  1218.229    ,  0.000000    ,  1218.229    ,  3476.623    , -2258.393    , -2249.227    ,  9.166561    , 0.1952471    ,  4694.852    ,  168164.7    ,  5215375.    ,  6082.416    , 0.1166247    , 0.1166247    
         5.700,              ,  0.000000    ,  3335.070    ,  1155.729    ,  0.000000    ,  1155.729    ,  3335.070    , -2179.341    , -2171.345    ,  7.995806    , 0.1780486    ,  4490.799    ,  165993.3    ,  5219866.    ,  6090.412    , 0.1166776    , 0.1166776    
         5.717,              ,  0.000000    ,  3260.404    ,  1093.229    ,  0.000000    ,  1093.229    ,  3260.404    , -2167.175    , -2158.705    ,  8.470346    , 0.1945581    ,  4353.634    ,  163834.6    ,  5224219.    ,  6098.882    , 0.1167425    , 0.1167425    
         5.733,              ,  0.000000    ,  3191.961    ,  1030.729    ,  0.000000    ,  1030.729    ,  3191.961    , -2161.232    , -2152.893    ,  8.338391    , 0.1974663    ,  4222.690    ,  161681.7    ,  5228442.    ,  6107.221    , 0.1168077    , 0.1168077    
         5.750,              ,  0.000000    ,  3123.010    ,  968.2292    ,  0.000000    ,  968.2292    ,  3123.010    , -2154.781    , -2146.654    ,  8.126958    , 0.1986429    ,  4091.240    ,  159535.1    ,  5232533.    ,  6115.348    , 0.1168716    , 0.1168716    
         5.767,              ,  0.000000    ,  3061.478    ,  905.7292    ,  0.000000    ,  905.7292    ,  3061.478    , -2155.749    , -2147.199    ,  8.550092    , 0.2155191    ,  3967.208    ,  157387.9    ,  5236501.    ,  6123.898    , 0.1169464    , 0.1169464    
         5.783,              ,  0.000000    ,  3016.040    ,  843.2292    ,  0.000000    ,  843.2292    ,  3016.040    , -2172.810    , -2157.378    ,  15.43285    , 0.3998905    ,  3859.269    ,  155230.5    ,  5240360.    ,  6139.331    , 0.1171548    , 0.1171548    
         5.800,              ,  0.000000    ,  2968.317    ,  780.7292    ,  0.000000    ,  780.7292    ,  2968.317    , -2187.588    , -2165.717    ,  21.87050    , 0.5833616    ,  3749.046    ,  153064.8    ,  5244109.    ,  6161.201    , 0.1174880    , 0.1174880    
         5.817,              ,  0.000000    ,  2941.745    ,  718.2292    ,  0.000000    ,  718.2292    ,  2941.745    , -2223.516    , -2198.155    ,  25.36105    , 0.6929296    ,  3659.975    ,  150866.6    ,  5247769.    ,  6186.562    , 0.1178894    , 0.1178894    
         5.833,              ,  0.000000    ,  2894.475    ,  655.7292    ,  0.000000    ,  655.7292    ,  2894.475    , -2238.746    , -2235.734    ,  3.012091    , 0.8484276E-01,  3550.204    ,  148630.9    ,  5251319.    ,  6189.574    , 0.1178670    , 0.1178670    
         5.850,              ,  0.000000    ,  2876.509    ,  593.2292    ,  0.000000    ,  593.2292    ,  2876.509    , -2283.280    , -2271.491    ,  11.78864    , 0.3397560    ,  3469.738    ,  146359.4    ,  5254789.    ,  6201.363    , 0.1180136    , 0.1180136    
         5.867,              ,  0.000000    ,  2818.297    ,  530.7292    ,  0.000000    ,  530.7292    ,  2818.297    , -2287.568    , -2277.683    ,  9.885165    , 0.2951653    ,  3349.027    ,  144081.7    ,  5258138.    ,  6211.248    , 0.1181264    , 0.1181264    
         5.883,              ,  0.000000    ,  2741.647    ,  468.2292    ,  0.000000    ,  468.2292    ,  2741.647    , -2273.418    , -2263.940    ,  9.477884    , 0.2952725    ,  3209.877    ,  141817.8    ,  5261348.    ,  6220.726    , 0.1182345    , 0.1182345    
         5.900,              ,  0.000000    ,  2666.385    ,  405.7292    ,  0.000000    ,  405.7292    ,  2666.385    , -2260.656    , -2248.855    ,  11.80098    , 0.3841323    ,  3072.114    ,  139568.9    ,  5264420.    ,  6232.527    , 0.1183896    , 0.1183896    
         5.917,              ,  0.000000    ,  2591.529    ,  343.2292    ,  0.000000    ,  343.2292    ,  2591.529    , -2248.300    , -2234.979    ,  13.32087    , 0.4538999    ,  2934.758    ,  137333.9    ,  5267355.    ,  6245.848    , 0.1185766    , 0.1185766    
         5.933,              ,  0.000000    ,  2526.333    ,  280.7292    ,  0.000000    ,  280.7292    ,  2526.333    , -2245.604    , -2232.989    ,  12.61481    , 0.4493955    ,  2807.062    ,  135100.9    ,  5270162.    ,  6258.463    , 0.1187528    , 0.1187528    
         5.950,              ,  0.000000    ,  2481.441    ,  218.2292    ,  0.000000    ,  218.2292    ,  2481.441    , -2263.212    , -2250.429    ,  12.78318    , 0.4735088    ,  2699.670    ,  132850.5    ,  5272861.    ,  6271.246    , 0.1189344    , 0.1189344    
         5.967,              ,  0.000000    ,  2487.280    ,  155.7292    ,  0.000000    ,  155.7292    ,  2487.280    , -2331.551    , -2317.780    ,  13.77109    , 0.5210382    ,  2643.009    ,  130532.7    ,  5275504.    ,  6285.017    , 0.1191359    , 0.1191359    
         5.983,              ,  0.000000    ,  2425.389    ,  93.22917    ,  0.000000    ,  93.22917    ,  2425.389    , -2332.160    , -2318.877    ,  13.28340    , 0.5274083    ,  2518.619    ,  128213.9    ,  5278023.    ,  6298.300    , 0.1193307    , 0.1193307    
         6.000,              ,  0.000000    ,  2354.187    ,  30.72917    ,  0.000000    ,  30.72917    ,  2354.187    , -2323.457    , -2309.292    ,  14.16573    , 0.5939720    ,  2384.916    ,  125904.6    ,  5280408.    ,  6312.466    , 0.1195450    , 0.1195450    
