"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         3.450,              ,  0.000000    ,  11503.19    ,  9593.229    ,  0.000000    ,  9593.229    ,  11503.19    , -1909.965    , -1878.500    ,  31.46486    , 0.1491479    ,  21096.42    ,  457368.2    ,  3482854.    ,  3125.297    , 0.8973378E-01, 0.8973378E-01
         3.467,              ,  0.000000    ,  11458.00    ,  9530.729    ,  0.000000    ,  9530.729    ,  11458.00    , -1927.267    , -1895.687    ,  31.57975    , 0.1504605    ,  20988.72    ,  455472.5    ,  3503843.    ,  3156.876    , 0.9009755E-01, 0.9009755E-01
         3.483,              ,  0.000000    ,  11446.56    ,  9468.229    ,  0.000000    ,  9468.229    ,  11446.56    , -1978.327    , -1946.624    ,  31.70265    , 0.1515801    ,  20914.78    ,  453525.9    ,  3524757.    ,  3188.579    , 0.9046236E-01, 0.9046236E-01
         3.500,              ,  0.000000    ,  11401.95    ,  9405.729    ,  0.000000    ,  9405.729    ,  11401.95    , -1996.225    , -1967.778    ,  28.44701    , 0.1367140    ,  20807.68    ,  451558.1    ,  3545565.    ,  3217.026    , 0.9073380E-01, 0.9073380E-01
         3.517,              ,  0.000000    ,  11514.38    ,  9343.229    ,  0.000000    ,  9343.229    ,  11514.38    , -2171.150    , -2145.445    ,  25.70500    , 0.1232404    ,  20857.61    ,  449412.7    ,  3566423.    ,  3242.731    , 0.9092391E-01, 0.9092391E-01
         3.533,              ,  0.000000    ,  11350.52    ,  9280.729    ,  0.000000    ,  9280.729    ,  11350.52    , -2069.789    , -2040.929    ,  28.85997    , 0.1398847    ,  20631.25    ,  447371.8    ,  3587054.    ,  3271.591    , 0.9120551E-01, 0.9120551E-01
         3.550,              ,  0.000000    ,  11304.92    ,  9218.229    ,  0.000000    ,  9218.229    ,  11304.92    , -2086.695    , -2056.197    ,  30.49758    , 0.1486009    ,  20523.15    ,  445315.6    ,  3607577.    ,  3302.088    , 0.9153203E-01, 0.9153203E-01
         3.567,              ,  0.000000    ,  11231.04    ,  9155.729    ,  0.000000    ,  9155.729    ,  11231.04    , -2075.312    , -2047.037    ,  28.27513    , 0.1386935    ,  20386.77    ,  443268.5    ,  3627964.    ,  3330.364    , 0.9179704E-01, 0.9179704E-01
         3.583,              ,  0.000000    ,  11085.87    ,  9093.229    ,  0.000000    ,  9093.229    ,  11085.87    , -1992.638    , -1963.976    ,  28.66227    , 0.1420394    ,  20179.10    ,  441304.6    ,  3648143.    ,  3359.026    , 0.9207495E-01, 0.9207495E-01
         3.600,              ,  0.000000    ,  10961.88    ,  9030.729    ,  0.000000    ,  9030.729    ,  10961.88    , -1931.148    , -1897.620    ,  33.52781    , 0.1677010    ,  19992.61    ,  439406.9    ,  3668136.    ,  3392.554    , 0.9248714E-01, 0.9248714E-01
         3.617,              ,  0.000000    ,  10875.27    ,  8968.229    ,  0.000000    ,  8968.229    ,  10875.27    , -1907.043    , -1878.309    ,  28.73375    , 0.1448018    ,  19843.50    ,  437528.6    ,  3687979.    ,  3421.287    , 0.9276862E-01, 0.9276862E-01
         3.633,              ,  0.000000    ,  10827.83    ,  8905.729    ,  0.000000    ,  8905.729    ,  10827.83    , -1922.103    , -1893.245    ,  28.85760    , 0.1462361    ,  19733.56    ,  435635.4    ,  3707713.    ,  3450.145    , 0.9305319E-01, 0.9305319E-01
         3.650,              ,  0.000000    ,  10760.06    ,  8843.229    ,  0.000000    ,  8843.229    ,  10760.06    , -1916.829    , -1890.691    ,  26.13871    , 0.1333384    ,  19603.29    ,  433744.7    ,  3727316.    ,  3476.284    , 0.9326507E-01, 0.9326507E-01
         3.667,              ,  0.000000    ,  10710.23    ,  8780.729    ,  0.000000    ,  8780.729    ,  10710.23    , -1929.502    , -1892.437    ,  37.06568    , 0.1901686    ,  19490.96    ,  431852.3    ,  3746807.    ,  3513.349    , 0.9376916E-01, 0.9376916E-01
         3.683,              ,  0.000000    ,  10692.35    ,  8718.229    ,  0.000000    ,  8718.229    ,  10692.35    , -1974.119    , -1945.617    ,  28.50149    , 0.1468348    ,  19410.58    ,  429906.6    ,  3766218.    ,  3541.851    , 0.9404265E-01, 0.9404265E-01
         3.700,              ,  0.000000    ,  10706.83    ,  8655.729    ,  0.000000    ,  8655.729    ,  10706.83    , -2051.100    , -2022.457    ,  28.64398    , 0.1479349    ,  19362.56    ,  427884.2    ,  3785580.    ,  3570.495    , 0.9431830E-01, 0.9431830E-01
         3.717,              ,  0.000000    ,  10636.18    ,  8593.229    ,  0.000000    ,  8593.229    ,  10636.18    , -2042.954    , -2013.384    ,  29.56933    , 0.1537714    ,  19229.41    ,  425870.8    ,  3804809.    ,  3600.064    , 0.9461878E-01, 0.9461878E-01
         3.733,              ,  0.000000    ,  10589.98    ,  8530.729    ,  0.000000    ,  8530.729    ,  10589.98    , -2059.247    , -2031.510    ,  27.73770    , 0.1450663    ,  19120.71    ,  423839.3    ,  3823930.    ,  3627.802    , 0.9487103E-01, 0.9487103E-01
         3.750,              ,  0.000000    ,  10527.43    ,  8468.229    ,  0.000000    ,  8468.229    ,  10527.43    , -2059.203    , -2030.219    ,  28.98349    , 0.1525795    ,  18995.66    ,  421809.1    ,  3842926.    ,  3656.785    , 0.9515628E-01, 0.9515628E-01
         3.767,              ,  0.000000    ,  10480.94    ,  8405.729    ,  0.000000    ,  8405.729    ,  10480.94    , -2075.208    , -2047.174    ,  28.03430    , 0.1484343    ,  18886.67    ,  419761.9    ,  3861813.    ,  3684.820    , 0.9541685E-01, 0.9541685E-01
         3.783,              ,  0.000000    ,  10394.38    ,  8343.229    ,  0.000000    ,  8343.229    ,  10394.38    , -2051.152    , -2023.452    ,  27.69968    , 0.1478293    ,  18737.61    ,  417738.4    ,  3880550.    ,  3712.519    , 0.9566993E-01, 0.9566993E-01
         3.800,              ,  0.000000    ,  10297.83    ,  8280.729    ,  0.000000    ,  8280.729    ,  10297.83    , -2017.105    , -1988.963    ,  28.14204    , 0.1514759    ,  18578.56    ,  415749.5    ,  3899129.    ,  3740.661    , 0.9593583E-01, 0.9593583E-01
         3.817,              ,  0.000000    ,  10236.13    ,  8218.229    ,  0.000000    ,  8218.229    ,  10236.13    , -2017.896    , -1989.676    ,  28.22019    , 0.1529189    ,  18454.35    ,  413759.8    ,  3917583.    ,  3768.882    , 0.9620426E-01, 0.9620426E-01
         3.833,              ,  0.000000    ,  10179.56    ,  8155.729    ,  0.000000    ,  8155.729    ,  10179.56    , -2023.833    , -1996.180    ,  27.65227    , 0.1508145    ,  18335.29    ,  411763.6    ,  3935918.    ,  3796.534    , 0.9645866E-01, 0.9645866E-01
         3.850,              ,  0.000000    ,  10127.81    ,  8093.229    ,  0.000000    ,  8093.229    ,  10127.81    , -2034.582    , -2006.641    ,  27.94115    , 0.1533456    ,  18221.04    ,  409757.0    ,  3954139.    ,  3824.475    , 0.9672080E-01, 0.9672080E-01
         3.867,              ,  0.000000    ,  9682.804    ,  8030.729    ,  0.000000    ,  8030.729    ,  9682.804    , -1652.075    , -1659.973    , -7.897587    ,-0.4458505E-01,  17713.53    ,  408097.0    ,  3971853.    ,  3816.577    , 0.9609060E-01, 0.9609060E-01
         3.883,              ,  0.000000    ,  9876.151    ,  7968.229    ,  0.000000    ,  7968.229    ,  9876.151    , -1907.922    , -1875.896    ,  32.02618    , 0.1794749    ,  17844.38    ,  406221.1    ,  3989697.    ,  3848.604    , 0.9646355E-01, 0.9646355E-01
         3.900,              ,  0.000000    ,  9907.488    ,  7905.729    ,  0.000000    ,  7905.729    ,  9907.488    , -2001.759    , -1970.975    ,  30.78336    , 0.1728119    ,  17813.22    ,  404250.1    ,  4007510.    ,  3879.387    , 0.9680292E-01, 0.9680292E-01
         3.917,              ,  0.000000    ,  9862.273    ,  7843.229    ,  0.000000    ,  7843.229    ,  9862.273    , -2019.044    , -1988.216    ,  30.82793    , 0.1741150    ,  17705.50    ,  402261.9    ,  4025216.    ,  3910.215    , 0.9714298E-01, 0.9714298E-01
         3.933,              ,  0.000000    ,  9840.210    ,  7780.729    ,  0.000000    ,  7780.729    ,  9840.210    , -2059.480    , -2032.381    ,  27.09955    , 0.1537918    ,  17620.94    ,  400229.5    ,  4042837.    ,  3937.315    , 0.9738989E-01, 0.9738989E-01
         3.950,              ,  0.000000    ,  9853.719    ,  7718.229    ,  0.000000    ,  7718.229    ,  9853.719    , -2135.490    , -2104.084    ,  31.40638    , 0.1787302    ,  17571.95    ,  398125.5    ,  4060409.    ,  3968.721    , 0.9774190E-01, 0.9774190E-01
         3.967,              ,  0.000000    ,  9776.023    ,  7655.729    ,  0.000000    ,  7655.729    ,  9776.023    , -2120.294    , -2089.787    ,  30.50678    , 0.1750070    ,  17431.75    ,  396035.7    ,  4077841.    ,  3999.228    , 0.9807219E-01, 0.9807219E-01
         3.983,              ,  0.000000    ,  9675.207    ,  7593.229    ,  0.000000    ,  7593.229    ,  9675.207    , -2081.978    , -2052.184    ,  29.79347    , 0.1725314    ,  17268.44    ,  393983.5    ,  4095109.    ,  4029.021    , 0.9838617E-01, 0.9838617E-01
         4.000,              ,  0.000000    ,  9577.602    ,  7530.729    ,  0.000000    ,  7530.729    ,  9577.602    , -2046.872    , -2015.247    ,  31.62592    , 0.1848568    ,  17108.33    ,  391968.2    ,  4112217.    ,  4060.647    , 0.9874592E-01, 0.9874592E-01
         4.017,              ,  0.000000    ,  9499.054    ,  7468.229    ,  0.000000    ,  7468.229    ,  9499.054    , -2030.825    , -2002.614    ,  28.21087    , 0.1662663    ,  16967.28    ,  389965.6    ,  4129185.    ,  4088.858    , 0.9902337E-01, 0.9902337E-01
         4.033,              ,  0.000000    ,  9427.719    ,  7405.729    ,  0.000000    ,  7405.729    ,  9427.719    , -2021.989    , -1989.860    ,  32.12929    , 0.1908657    ,  16833.45    ,  387975.8    ,  4146018.    ,  4120.987    , 0.9939627E-01, 0.9939627E-01
         4.050,              ,  0.000000    ,  9129.921    ,  7343.229    ,  0.000000    ,  7343.229    ,  9129.921    , -1786.692    , -1760.164    ,  26.52770    , 0.1610360    ,  16473.15    ,  386215.6    ,  4162491.    ,  4147.515    , 0.9964021E-01, 0.9964021E-01
         4.067,              ,  0.000000    ,  9006.082    ,  7280.729    ,  0.000000    ,  7280.729    ,  9006.082    , -1725.352    , -1695.554    ,  29.79890    , 0.1829634    ,  16286.81    ,  384520.0    ,  4178778.    ,  4177.314    , 0.9996496E-01, 0.9996496E-01
         4.083,              ,  0.000000    ,  9032.047    ,  7218.229    ,  0.000000    ,  7218.229    ,  9032.047    , -1813.818    , -1786.093    ,  27.72481    , 0.1706113    ,  16250.28    ,  382734.0    ,  4195028.    ,  4205.039    , 0.1002386    , 0.1002386    
         4.100,              ,  0.000000    ,  9080.224    ,  7155.729    ,  0.000000    ,  7155.729    ,  9080.224    , -1924.495    , -1890.169    ,  34.32585    , 0.2114187    ,  16235.95    ,  380843.8    ,  4211264.    ,  4239.364    , 0.1006673    , 0.1006673    
         4.117,              ,  0.000000    ,  9099.286    ,  7093.229    ,  0.000000    ,  7093.229    ,  9099.286    , -2006.057    , -1976.790    ,  29.26721    , 0.1807453    ,  16192.52    ,  378867.0    ,  4227457.    ,  4268.632    , 0.1009740    , 0.1009740    
         4.133,              ,  0.000000    ,  9082.035    ,  7030.729    ,  0.000000    ,  7030.729    ,  9082.035    , -2051.306    , -2021.792    ,  29.51410    , 0.1831722    ,  16112.76    ,  376845.2    ,  4243570.    ,  4298.146    , 0.1012861    , 0.1012861    
         4.150,              ,  0.000000    ,  9058.410    ,  6968.229    ,  0.000000    ,  6968.229    ,  9058.410    , -2090.180    , -2060.460    ,  29.72062    , 0.1854451    ,  16026.64    ,  374784.7    ,  4259596.    ,  4327.866    , 0.1016027    , 0.1016027    
         4.167,              ,  0.000000    ,  9009.410    ,  6905.729    ,  0.000000    ,  6905.729    ,  9009.410    , -2103.681    , -2074.267    ,  29.41411    , 0.1848184    ,  15915.14    ,  372710.5    ,  4275511.    ,  4357.280    , 0.1019125    , 0.1019125    
         4.183,              ,  0.000000    ,  8945.871    ,  6843.229    ,  0.000000    ,  6843.229    ,  8945.871    , -2102.641    , -2072.940    ,  29.70104    , 0.1881110    ,  15789.10    ,  370637.5    ,  4291300.    ,  4386.982    , 0.1022297    , 0.1022297    
         4.200,              ,  0.000000    ,  8910.785    ,  6780.729    ,  0.000000    ,  6780.729    ,  8910.785    , -2130.056    , -2099.803    ,  30.25261    , 0.1927960    ,  15691.51    ,  368537.7    ,  4306992.    ,  4417.234    , 0.1025596    , 0.1025596    
         4.217,              ,  0.000000    ,  8860.486    ,  6718.229    ,  0.000000    ,  6718.229    ,  8860.486    , -2142.257    , -2113.331    ,  28.92603    , 0.1856766    ,  15578.72    ,  366424.4    ,  4322571.    ,  4446.160    , 0.1028592    , 0.1028592    
         4.233,              ,  0.000000    ,  8789.573    ,  6655.729    ,  0.000000    ,  6655.729    ,  8789.573    , -2133.844    , -2104.119    ,  29.72495    , 0.1924530    ,  15445.30    ,  364320.3    ,  4338016.    ,  4475.885    , 0.1031782    , 0.1031782    
         4.250,              ,  0.000000    ,  8736.799    ,  6593.229    ,  0.000000    ,  6593.229    ,  8736.799    , -2143.570    , -2114.292    ,  29.27736    , 0.1909805    ,  15330.03    ,  362206.0    ,  4353346.    ,  4505.162    , 0.1034874    , 0.1034874    
         4.267,              ,  0.000000    ,  8652.816    ,  6530.729    ,  0.000000    ,  6530.729    ,  8652.816    , -2122.086    , -2092.817    ,  29.26947    , 0.1927710    ,  15183.54    ,  360113.2    ,  4368530.    ,  4534.432    , 0.1037977    , 0.1037977    
         4.283,              ,  0.000000    ,  8606.950    ,  6468.229    ,  0.000000    ,  6468.229    ,  8606.950    , -2138.721    , -2109.095    ,  29.62524    , 0.1965167    ,  15075.18    ,  358004.1    ,  4383605.    ,  4564.057    , 0.1041165    , 0.1041165    
         4.300,              ,  0.000000    ,  8554.451    ,  6405.729    ,  0.000000    ,  6405.729    ,  8554.451    , -2148.722    , -2119.616    ,  29.10545    , 0.1945528    ,  14960.18    ,  355884.5    ,  4398565.    ,  4593.163    , 0.1044241    , 0.1044241    
         4.317,              ,  0.000000    ,  8533.347    ,  6343.229    ,  0.000000    ,  6343.229    ,  8533.347    , -2190.118    , -2159.488    ,  30.63009    , 0.2058948    ,  14876.58    ,  353725.0    ,  4413442.    ,  4623.793    , 0.1047661    , 0.1047661    
         4.333,              ,  0.000000    ,  8550.057    ,  6280.729    ,  0.000000    ,  6280.729    ,  8550.057    , -2269.328    , -2239.138    ,  30.18950    , 0.2035597    ,  14830.79    ,  351485.8    ,  4428272.    ,  4653.982    , 0.1050970    , 0.1050970    
         4.350,              ,  0.000000    ,  8708.359    ,  6218.229    ,  0.000000    ,  6218.229    ,  8708.359    , -2490.130    , -2457.291    ,  32.83881    , 0.2200021    ,  14926.59    ,  349028.5    ,  4443199.    ,  4686.821    , 0.1054830    , 0.1054830    
         4.367,              ,  0.000000    ,  8636.186    ,  6155.729    ,  0.000000    ,  6155.729    ,  8636.186    , -2480.457    , -2443.357    ,  37.09958    , 0.2508098    ,  14791.91    ,  346585.2    ,  4457991.    ,  4723.921    , 0.1059652    , 0.1059652    
         4.383,              ,  0.000000    ,  8398.912    ,  6093.229    ,  0.000000    ,  6093.229    ,  8398.912    , -2305.683    , -2299.921    ,  5.761260    , 0.3975438E-01,  14492.14    ,  344285.3    ,  4472483.    ,  4729.682    , 0.1057507    , 0.1057507    
         4.400,              ,  0.000000    ,  8024.153    ,  6030.729    ,  0.000000    ,  6030.729    ,  8024.153    , -1993.424    , -1964.914    ,  28.51013    , 0.2028486    ,  14054.88    ,  342320.4    ,  4486538.    ,  4758.192    , 0.1060549    , 0.1060549    
         4.417,              ,  0.000000    ,  8010.252    ,  5968.229    ,  0.000000    ,  5968.229    ,  8010.252    , -2042.023    , -2013.502    ,  28.52049    , 0.2040314    ,  13978.48    ,  340306.9    ,  4500516.    ,  4786.713    , 0.1063592    , 0.1063592    
         4.433,              ,  0.000000    ,  8080.150    ,  5905.729    ,  0.000000    ,  5905.729    ,  8080.150    , -2174.421    , -2145.651    ,  28.76978    , 0.2057059    ,  13985.88    ,  338161.2    ,  4514502.    ,  4815.482    , 0.1066670    , 0.1066670    
         4.450,              ,  0.000000    ,  8076.268    ,  5843.229    ,  0.000000    ,  5843.229    ,  8076.268    , -2233.039    , -2204.805    ,  28.23421    , 0.2028393    ,  13919.50    ,  335956.4    ,  4528422.    ,  4843.716    , 0.1069626    , 0.1069626    
         4.467,              ,  0.000000    ,  8015.478    ,  5780.729    ,  0.000000    ,  5780.729    ,  8015.478    , -2234.749    , -2206.671    ,  28.07752    , 0.2035163    ,  13796.21    ,  333749.7    ,  4542218.    ,  4871.794    , 0.1072558    , 0.1072558    
         4.483,              ,  0.000000    ,  7969.050    ,  5718.229    ,  0.000000    ,  5718.229    ,  7969.050    , -2250.821    , -2224.353    ,  26.46748    , 0.1933728    ,  13687.28    ,  331525.4    ,  4555905.    ,  4898.261    , 0.1075146    , 0.1075146    
         4.500,              ,  0.000000    ,  7899.694    ,  5655.729    ,  0.000000    ,  5655.729    ,  7899.694    , -2243.965    , -2216.842    ,  27.12290    , 0.2000889    ,  13555.42    ,  329308.5    ,  4569461.    ,  4925.384    , 0.1077892    , 0.1077892    
         4.517,              ,  0.000000    ,  7842.833    ,  5593.229    ,  0.000000    ,  5593.229    ,  7842.833    , -2249.604    , -2222.294    ,  27.30996    , 0.2032587    ,  13436.06    ,  327086.2    ,  4582897.    ,  4952.694    , 0.1080691    , 0.1080691    
         4.533,              ,  0.000000    ,  7790.950    ,  5530.729    ,  0.000000    ,  5530.729    ,  7790.950    , -2260.221    , -2233.219    ,  27.00267    , 0.2026972    ,  13321.68    ,  324853.0    ,  4596218.    ,  4979.697    , 0.1083434    , 0.1083434    
         4.550,              ,  0.000000    ,  7703.634    ,  5468.229    ,  0.000000    ,  5468.229    ,  7703.634    , -2235.404    , -2209.159    ,  26.24532    , 0.1992529    ,  13171.86    ,  322643.9    ,  4609390.    ,  5005.942    , 0.1086031    , 0.1086031    
         4.567,              ,  0.000000    ,  7630.251    ,  5405.729    ,  0.000000    ,  5405.729    ,  7630.251    , -2224.522    , -2197.587    ,  26.93463    , 0.2066176    ,  13035.98    ,  320446.3    ,  4622426.    ,  5032.877    , 0.1088796    , 0.1088796    
         4.583,              ,  0.000000    ,  7571.720    ,  5343.229    ,  0.000000    ,  5343.229    ,  7571.720    , -2228.491    , -2204.051    ,  24.44005    , 0.1892384    ,  12914.95    ,  318242.2    ,  4635341.    ,  5057.317    , 0.1091034    , 0.1091034    
         4.600,              ,  0.000000    ,  7517.850    ,  5280.729    ,  0.000000    ,  5280.729    ,  7517.850    , -2237.121    , -2211.500    ,  25.62027    , 0.2001806    ,  12798.58    ,  316030.7    ,  4648140.    ,  5082.937    , 0.1093542    , 0.1093542    
         4.617,              ,  0.000000    ,  7489.413    ,  5218.229    ,  0.000000    ,  5218.229    ,  7489.413    , -2271.184    , -2244.817    ,  26.36769    , 0.2074947    ,  12707.64    ,  313785.9    ,  4660847.    ,  5109.305    , 0.1096218    , 0.1096218    
         4.633,              ,  0.000000    ,  7462.368    ,  5155.729    ,  0.000000    ,  5155.729    ,  7462.368    , -2306.639    , -2280.109    ,  26.52976    , 0.2102516    ,  12618.10    ,  311505.8    ,  4673465.    ,  5135.835    , 0.1098935    , 0.1098935    
         4.650,              ,  0.000000    ,  7442.235    ,  5093.229    ,  0.000000    ,  5093.229    ,  7442.235    , -2349.006    , -2322.762    ,  26.24472    , 0.2093638    ,  12535.46    ,  309183.0    ,  4686001.    ,  5162.079    , 0.1101596    , 0.1101596    
         4.667,              ,  0.000000    ,  7411.987    ,  5030.729    ,  0.000000    ,  5030.729    ,  7411.987    , -2381.258    , -2357.638    ,  23.61997    , 0.1898297    ,  12442.72    ,  306825.4    ,  4698444.    ,  5185.699    , 0.1103706    , 0.1103706    
         4.683,              ,  0.000000    ,  7402.929    ,  4968.229    ,  0.000000    ,  4968.229    ,  7402.929    , -2434.700    , -2409.333    ,  25.36702    , 0.2050497    ,  12371.16    ,  304416.1    ,  4710815.    ,  5211.066    , 0.1106192    , 0.1106192    
         4.700,              ,  0.000000    ,  7406.995    ,  4905.729    ,  0.000000    ,  4905.729    ,  7406.995    , -2501.265    , -2476.057    ,  25.20866    , 0.2047367    ,  12312.72    ,  301940.0    ,  4723128.    ,  5236.275    , 0.1108646    , 0.1108646    
         4.717,              ,  0.000000    ,  7316.124    ,  4843.229    ,  0.000000    ,  4843.229    ,  7316.124    , -2472.895    , -2452.892    ,  20.00287    , 0.1645060    ,  12159.35    ,  299487.1    ,  4735287.    ,  5256.278    , 0.1110023    , 0.1110023    
         4.733,              ,  0.000000    ,  7272.101    ,  4780.729    ,  0.000000    ,  4780.729    ,  7272.101    , -2491.371    , -2476.743    ,  14.62893    , 0.1213734    ,  12052.83    ,  297010.4    ,  4747340.    ,  5270.907    , 0.1110286    , 0.1110286    
         4.750,              ,  0.000000    ,  7209.666    ,  4718.229    ,  0.000000    ,  4718.229    ,  7209.666    , -2491.437    , -2469.370    ,  22.06676    , 0.1850013    ,  11927.90    ,  294541.0    ,  4759268.    ,  5292.974    , 0.1112140    , 0.1112140    
         4.767,              ,  0.000000    ,  6955.258    ,  4655.729    ,  0.000000    ,  4655.729    ,  6955.258    , -2299.529    , -2278.919    ,  20.60956    , 0.1775005    ,  11610.99    ,  292262.1    ,  4770879.    ,  5313.583    , 0.1113754    , 0.1113754    
         4.783,              ,  0.000000    ,  6866.297    ,  4593.229    ,  0.000000    ,  4593.229    ,  6866.297    , -2273.068    , -2251.668    ,  21.39958    , 0.1867405    ,  11459.53    ,  290010.4    ,  4782338.    ,  5334.983    , 0.1115560    , 0.1115560    
         4.800,              ,  0.000000    ,  6821.383    ,  4530.729    ,  0.000000    ,  4530.729    ,  6821.383    , -2290.654    , -2269.201    ,  21.45355    , 0.1889829    ,  11352.11    ,  287741.2    ,  4793690.    ,  5356.436    , 0.1117393    , 0.1117393    
         4.817,              ,  0.000000    ,  6789.707    ,  4468.229    ,  0.000000    ,  4468.229    ,  6789.707    , -2321.478    , -2300.016    ,  21.46128    , 0.1906325    ,  11257.94    ,  285441.2    ,  4804948.    ,  5377.898    , 0.1119242    , 0.1119242    
         4.833,              ,  0.000000    ,  6755.712    ,  4405.729    ,  0.000000    ,  4405.729    ,  6755.712    , -2349.983    , -2328.389    ,  21.59396    , 0.1934693    ,  11161.44    ,  283112.8    ,  4816110.    ,  5399.492    , 0.1121131    , 0.1121131    
         4.850,              ,  0.000000    ,  6701.624    ,  4343.229    ,  0.000000    ,  4343.229    ,  6701.624    , -2358.395    , -2344.175    ,  14.21960    , 0.1287441    ,  11044.85    ,  280768.6    ,  4827154.    ,  5413.711    , 0.1121512    , 0.1121512    
         4.867,              ,  0.000000    ,  6647.636    ,  4280.729    ,  0.000000    ,  4280.729    ,  6647.636    , -2366.907    , -2345.687    ,  21.21962    , 0.1941701    ,  10928.36    ,  278422.9    ,  4838083.    ,  5434.931    , 0.1123365    , 0.1123365    
         4.883,              ,  0.000000    ,  6660.599    ,  4218.229    ,  0.000000    ,  4218.229    ,  6660.599    , -2442.370    , -2420.764    ,  21.60654    , 0.1986109    ,  10878.83    ,  276002.2    ,  4848962.    ,  5456.537    , 0.1125300    , 0.1125300    
         4.900,              ,  0.000000    ,  6585.321    ,  4155.729    ,  0.000000    ,  4155.729    ,  6585.321    , -2429.591    , -2408.922    ,  20.66931    , 0.1924328    ,  10741.05    ,  273593.3    ,  4859703.    ,  5477.207    , 0.1127066    , 0.1127066    
         4.917,              ,  0.000000    ,  6807.523    ,  4093.229    ,  0.000000    ,  4093.229    ,  6807.523    , -2714.294    , -2687.491    ,  26.80233    , 0.2458760    ,  10900.75    ,  270905.8    ,  4870603.    ,  5504.009    , 0.1130047    , 0.1130047    
         4.933,              ,  0.000000    ,  6746.899    ,  4030.729    ,  0.000000    ,  4030.729    ,  6746.899    , -2716.170    , -2693.514    ,  22.65601    , 0.2102133    ,  10777.63    ,  268212.3    ,  4881381.    ,  5526.665    , 0.1132193    , 0.1132193    
         4.950,              ,  0.000000    ,  6605.408    ,  3968.229    ,  0.000000    ,  3968.229    ,  6605.408    , -2637.179    , -2622.727    ,  14.45196    , 0.1366792    ,  10573.64    ,  265589.5    ,  4891955.    ,  5541.117    , 0.1132700    , 0.1132700    
         4.967,              ,  0.000000    ,  6432.924    ,  3905.729    ,  0.000000    ,  3905.729    ,  6432.924    , -2527.195    , -2505.119    ,  22.07560    , 0.2135249    ,  10338.65    ,  263084.4    ,  4902293.    ,  5563.193    , 0.1134814    , 0.1134814    
         4.983,              ,  0.000000    ,  6408.645    ,  3843.229    ,  0.000000    ,  3843.229    ,  6408.645    , -2565.416    , -2542.771    ,  22.64511    , 0.2208875    ,  10251.87    ,  260541.6    ,  4912545.    ,  5585.838    , 0.1137056    , 0.1137056    
         5.000,              ,  0.000000    ,  6353.766    ,  3780.729    ,  0.000000    ,  3780.729    ,  6353.766    , -2573.037    , -2552.137    ,  20.90007    , 0.2062270    ,  10134.50    ,  257989.5    ,  4922680.    ,  5606.738    , 0.1138960    , 0.1138960    
         5.017,              ,  0.000000    ,  6186.404    ,  3718.229    ,  0.000000    ,  3718.229    ,  6186.404    , -2468.175    , -2448.351    ,  19.82397    , 0.2001485    ,  9904.633    ,  255541.1    ,  4932584.    ,  5626.562    , 0.1140692    , 0.1140692    
         5.033,              ,  0.000000    ,  6033.095    ,  3655.729    ,  0.000000    ,  3655.729    ,  6033.095    , -2377.366    , -2358.253    ,  19.11328    , 0.1972714    ,  9688.825    ,  253182.9    ,  4942273.    ,  5645.675    , 0.1142324    , 0.1142324    
         5.050,              ,  0.000000    ,  5918.825    ,  3593.229    ,  0.000000    ,  3593.229    ,  5918.825    , -2325.595    , -2306.421    ,  19.17443    , 0.2015803    ,  9512.054    ,  250876.5    ,  4951785.    ,  5664.849    , 0.1144001    , 0.1144001    
         5.067,              ,  0.000000    ,  5879.804    ,  3530.729    ,  0.000000    ,  3530.729    ,  5879.804    , -2349.075    , -2331.935    ,  17.13964    , 0.1821325    ,  9410.533    ,  248544.5    ,  4961196.    ,  5681.989    , 0.1145286    , 0.1145286    
         5.083,              ,  0.000000    ,  5761.220    ,  3468.229    ,  0.000000    ,  3468.229    ,  5761.220    , -2292.990    , -2278.369    ,  14.62114    , 0.1584183    ,  9229.449    ,  246266.2    ,  4970425.    ,  5696.610    , 0.1146101    , 0.1146101    
         5.100,              ,  0.000000    ,  5656.609    ,  3405.729    ,  0.000000    ,  3405.729    ,  5656.609    , -2250.879    , -2241.620    ,  9.259766    , 0.1021786    ,  9062.338    ,  244024.6    ,  4979488.    ,  5705.870    , 0.1145875    , 0.1145875    
         5.117,              ,  0.000000    ,  5568.179    ,  3343.229    ,  0.000000    ,  3343.229    ,  5568.179    , -2224.950    , -2210.709    ,  14.24026    , 0.1597981    ,  8911.408    ,  241813.8    ,  4988399.    ,  5720.110    , 0.1146683    , 0.1146683    
         5.133,              ,  0.000000    ,  5505.440    ,  3280.729    ,  0.000000    ,  3280.729    ,  5505.440    , -2224.711    , -2211.851    ,  12.85925    , 0.1463579    ,  8786.169    ,  239602.0    ,  4997185.    ,  5732.969    , 0.1147240    , 0.1147240    
