"Time (h) ","Domain_001:","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","SS V In     ","SS V Out    ","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Q ME (%)    ","Total V     ","Cum V In+Out","Cum V Error ","Cum ME (%)  ","Cum Q ME (%)"
         0.167,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2614.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2614.792    ,  2612.471    , -2.320630    ,-0.8875010E-01,  13757.35    ,  13772.92    , -15.56376    ,-0.1130026    ,-0.1130026    
         0.183,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2889.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2889.792    ,  2879.007    , -10.78438    ,-0.3731888    ,  16636.36    ,  16662.71    , -26.34814    ,-0.1581264    ,-0.1581264    
         0.200,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3164.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3164.792    ,  3156.549    , -8.243136    ,-0.2604638    ,  19792.91    ,  19827.50    , -34.59127    ,-0.1744611    ,-0.1744611    
         0.217,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3439.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3439.792    ,  3431.109    , -8.682175    ,-0.2524041    ,  23224.02    ,  23267.29    , -43.27345    ,-0.1859840    ,-0.1859840    
         0.233,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3714.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3714.792    ,  3699.687    , -15.10430    ,-0.4065989    ,  26923.71    ,  26982.08    , -58.37775    ,-0.2163575    ,-0.2163575    
         0.250,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3989.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3989.792    ,  3972.010    , -17.78173    ,-0.4456807    ,  30895.72    ,  30971.87    , -76.15948    ,-0.2458988    ,-0.2458988    
         0.267,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4264.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4264.792    ,  4249.513    , -15.27908    ,-0.3582610    ,  35145.23    ,  35236.67    , -91.43856    ,-0.2594983    ,-0.2594983    
         0.283,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4539.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4539.792    ,  4527.372    , -12.41981    ,-0.2735767    ,  39672.60    ,  39776.46    , -103.8584    ,-0.2611051    ,-0.2611051    
         0.300,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4814.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4814.792    ,  4795.469    , -19.32236    ,-0.4013124    ,  44468.07    ,  44591.25    , -123.1807    ,-0.2762442    ,-0.2762442    
         0.317,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5089.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5089.792    ,  5071.637    , -18.15463    ,-0.3566871    ,  49539.71    ,  49681.04    , -141.3354    ,-0.2844855    ,-0.2844855    
         0.333,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5364.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5364.792    ,  5352.165    , -12.62625    ,-0.2353539    ,  54891.87    ,  55045.83    , -153.9616    ,-0.2796971    ,-0.2796971    
         0.350,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5639.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5639.792    ,  5629.730    , -10.06186    ,-0.1784083    ,  60521.60    ,  60685.62    , -164.0235    ,-0.2702839    ,-0.2702839    
         0.367,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5914.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5914.792    ,  5898.672    , -16.11994    ,-0.2725361    ,  66420.27    ,  66600.42    , -180.1434    ,-0.2704839    ,-0.2704839    
         0.383,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6189.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6189.792    ,  6173.620    , -16.17139    ,-0.2612591    ,  72593.89    ,  72790.21    , -196.3148    ,-0.2696995    ,-0.2696995    
         0.400,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6464.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6464.792    ,  6442.403    , -22.38860    ,-0.3463159    ,  79036.30    ,  79255.00    , -218.7034    ,-0.2759490    ,-0.2759490    
         0.417,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6739.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6739.792    ,  6723.439    , -16.35271    ,-0.2426294    ,  85759.74    ,  85994.79    , -235.0561    ,-0.2733376    ,-0.2733376    
         0.433,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7014.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7014.792    ,  6990.479    , -24.31303    ,-0.3465966    ,  92750.21    ,  93009.58    , -259.3691    ,-0.2788628    ,-0.2788628    
         0.450,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7289.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7289.792    ,  7267.196    , -22.59547    ,-0.3099605    ,  100017.4    ,  100299.4    , -281.9646    ,-0.2811230    ,-0.2811230    
         0.467,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7564.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7564.792    ,  7543.685    , -21.10683    ,-0.2790140    ,  107561.1    ,  107864.2    , -303.0714    ,-0.2809751    ,-0.2809751    
         0.483,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7839.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7839.792    ,  7819.132    , -20.65995    ,-0.2635268    ,  115380.2    ,  115704.0    , -323.7314    ,-0.2797929    ,-0.2797929    
         0.500,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8114.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8114.792    ,  8087.009    , -27.78314    ,-0.3423765    ,  123467.2    ,  123818.8    , -351.5145    ,-0.2838944    ,-0.2838944    
         0.517,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8389.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8389.792    ,  8357.406    , -32.38599    ,-0.3860166    ,  131824.6    ,  132208.5    , -383.9005    ,-0.2903750    ,-0.2903750    
         0.533,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8664.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8664.792    ,  8625.090    , -39.70164    ,-0.4581949    ,  140449.7    ,  140873.3    , -423.6022    ,-0.3006972    ,-0.3006972    
         0.550,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8939.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8939.792    ,  8901.663    , -38.12888    ,-0.4265075    ,  149351.4    ,  149813.1    , -461.7311    ,-0.3082047    ,-0.3082047    
         0.567,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9214.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9214.792    ,  9185.118    , -29.67366    ,-0.3220221    ,  158536.5    ,  159027.9    , -491.4047    ,-0.3090053    ,-0.3090053    
         0.583,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9489.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9489.792    ,  9468.328    , -21.46384    ,-0.2261782    ,  168004.8    ,  168517.7    , -512.8686    ,-0.3043410    ,-0.3043410    
         0.600,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9764.792    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9764.792    ,  9733.002    , -31.78942    ,-0.3255514    ,  177737.8    ,  178282.5    , -544.6580    ,-0.3055028    ,-0.3055028    
         0.617,,  0.000000    ,  960.7968    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10039.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9078.995    ,  9077.216    , -1.778891    ,-0.1617087E-01,  186815.1    ,  189283.1    , -546.4369    ,-0.2886876    ,-0.2886876    
         0.633,,  0.000000    ,  1975.857    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10314.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8338.934    ,  8337.313    , -1.621751    ,-0.1319500E-01,  195152.4    ,  201573.7    , -548.0586    ,-0.2718899    ,-0.2718899    
         0.650,,  0.000000    ,  2641.673    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10589.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7948.118    ,  7948.688    , 0.5696757    , 0.4305462E-02,  203101.1    ,  214805.2    , -547.4889    ,-0.2548769    ,-0.2548769    
         0.667,,  0.000000    ,  2798.421    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10864.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8066.371    ,  8065.713    ,-0.6580357    ,-0.4816113E-02,  211166.8    ,  228468.4    , -548.1470    ,-0.2399224    ,-0.2399224    
         0.683,,  0.000000    ,  2931.382    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11139.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8208.409    ,  8208.271    ,-0.1379322    ,-0.9802464E-03,  219375.0    ,  242539.6    , -548.2849    ,-0.2260600    ,-0.2260600    
         0.700,,  0.000000    ,  3072.016    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11414.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8342.775    ,  8341.349    , -1.425917    ,-0.9842865E-02,  227716.4    ,  257026.4    , -549.7108    ,-0.2138733    ,-0.2138733    
         0.717,,  0.000000    ,  3406.577    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11689.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8283.215    ,  8281.545    , -1.669462    ,-0.1105870E-01,  235997.9    ,  272122.8    , -551.3803    ,-0.2026219    ,-0.2026219    
         0.733,,  0.000000    ,  3723.578    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11964.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8241.213    ,  8239.626    , -1.586816    ,-0.1011460E-01,  244237.6    ,  287811.1    , -552.9671    ,-0.1921285    ,-0.1921285    
         0.750,,  0.000000    ,  3788.911    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  12239.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8450.880    ,  8448.525    , -2.355501    ,-0.1469552E-01,  252686.1    ,  303839.8    , -555.3226    ,-0.1827682    ,-0.1827682    
         0.767,,  0.000000    ,  3822.051    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  12514.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8692.740    ,  8690.744    , -1.996022    ,-0.1221791E-01,  261376.8    ,  320176.7    , -557.3186    ,-0.1740660    ,-0.1740660    
         0.783,,  0.000000    ,  3921.093    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  12789.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8868.698    ,  8863.404    , -5.293895    ,-0.3167932E-01,  270240.2    ,  336887.6    , -562.6125    ,-0.1670031    ,-0.1670031    
         0.800,,  0.000000    ,  3961.933    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13064.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9102.859    ,  9098.218    , -4.641238    ,-0.2725855E-01,  279338.5    ,  353914.3    , -567.2538    ,-0.1602800    ,-0.1602800    
         0.817,,  0.000000    ,  4085.752    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13339.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9254.039    ,  9250.038    , -4.001075    ,-0.2296098E-01,  288588.5    ,  371339.8    , -571.2548    ,-0.1538361    ,-0.1538361    
         0.833,,  0.000000    ,  4116.719    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13614.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9498.072    ,  9495.733    , -2.339563    ,-0.1319438E-01,  298084.2    ,  389071.3    , -573.5944    ,-0.1474265    ,-0.1474265    
         0.850,,  0.000000    ,  4271.348    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13889.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9618.443    ,  9615.553    , -2.889880    ,-0.1591244E-01,  307699.8    ,  407232.5    , -576.4843    ,-0.1415615    ,-0.1415615    
         0.867,,  0.000000    ,  4462.758    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  14164.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9702.034    ,  9700.740    , -1.293642    ,-0.6944779E-02,  317400.5    ,  425860.0    , -577.7779    ,-0.1356732    ,-0.1356732    
         0.883,,  0.000000    ,  4825.656    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  14439.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9614.136    ,  9612.661    , -1.474748    ,-0.7654888E-02,  327013.2    ,  445125.5    , -579.2527    ,-0.1301324    ,-0.1301324    
         0.900,,  0.000000    ,  5204.026    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  14714.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9510.765    ,  9511.508    , 0.7431785    , 0.3731037E-02,  336524.7    ,  465044.3    , -578.5095    ,-0.1243988    ,-0.1243988    
         0.917,,  0.000000    ,  5393.886    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  14989.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9595.906    ,  9598.562    ,  2.656144    , 0.1303074E-01,  346123.3    ,  485428.0    , -575.8533    ,-0.1186280    ,-0.1186280    
         0.933,,  0.000000    ,  5531.472    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  15264.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9733.320    ,  9736.601    ,  3.281511    , 0.1577933E-01,  355859.9    ,  506224.2    , -572.5718    ,-0.1131064    ,-0.1131064    
         0.950,,  0.000000    ,  5706.187    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  15539.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9833.605    ,  9836.821    ,  3.216413    , 0.1513892E-01,  365696.7    ,  527470.2    , -569.3554    ,-0.1079408    ,-0.1079408    
         0.967,,  0.000000    ,  5906.608    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  15814.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9908.184    ,  9912.435    ,  4.250549    , 0.1956849E-01,  375609.1    ,  549191.6    , -565.1049    ,-0.1028976    ,-0.1028976    
         0.983,,  0.000000    ,  6051.229    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16089.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10038.56    ,  10041.30    ,  2.739471    , 0.1237283E-01,  385650.4    ,  571332.6    , -562.3654    ,-0.9843047E-01,-0.9843047E-01
         1.000,,  0.000000    ,  6156.457    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16364.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10208.33    ,  10209.84    ,  1.504609    , 0.6680841E-02,  395860.2    ,  593853.9    , -560.8608    ,-0.9444424E-01,-0.9444424E-01
         1.017,,  0.000000    ,  6248.479    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16639.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10391.31    ,  10393.81    ,  2.496840    , 0.1090882E-01,  406254.1    ,  616742.2    , -558.3639    ,-0.9053442E-01,-0.9053442E-01
         1.033,,  0.000000    ,  6356.669    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16914.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10558.12    ,  10560.29    ,  2.165354    , 0.9304763E-02,  416814.3    ,  640013.6    , -556.1986    ,-0.8690418E-01,-0.8690418E-01
         1.050,,  0.000000    ,  6447.671    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  17189.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10742.12    ,  10744.00    ,  1.874966    , 0.7932180E-02,  427558.3    ,  663651.1    , -554.3236    ,-0.8352636E-01,-0.8352636E-01
         1.067,,  0.000000    ,  6484.747    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  17464.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10980.04    ,  10980.08    , 0.3591831E-01, 0.1499750E-03,  438538.4    ,  687600.6    , -554.2877    ,-0.8061187E-01,-0.8061187E-01
         1.083,,  0.000000    ,  6592.878    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  17739.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11146.91    ,  11151.41    ,  4.492755    , 0.1846388E-01,  449689.8    ,  711933.3    , -549.7950    ,-0.7722563E-01,-0.7722563E-01
         1.100,,  0.000000    ,  6929.110    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18014.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11085.68    ,  11092.74    ,  7.062498    , 0.2831352E-01,  460782.6    ,  736877.2    , -542.7325    ,-0.7365304E-01,-0.7365304E-01
         1.117,,  0.000000    ,  7166.840    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18289.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11122.95    ,  11130.21    ,  7.257540    , 0.2850943E-01,  471912.8    ,  762333.8    , -535.4749    ,-0.7024153E-01,-0.7024153E-01
         1.133,,  0.000000    ,  7619.701    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18564.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10945.09    ,  10955.46    ,  10.36667    , 0.3959086E-01,  482868.2    ,  788518.3    , -525.1082    ,-0.6659430E-01,-0.6659430E-01
         1.150,,  0.000000    ,  8119.778    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18839.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10720.01    ,  10728.08    ,  8.063478    , 0.2990952E-01,  493596.3    ,  815477.9    , -517.0448    ,-0.6340390E-01,-0.6340390E-01
         1.167,,  0.000000    ,  8138.617    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  19114.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10976.17    ,  10988.04    ,  11.86415    , 0.4353273E-01,  504584.4    ,  842731.3    , -505.1806    ,-0.5994563E-01,-0.5994563E-01
         1.183,,  0.000000    ,  8586.616    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  19389.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10803.18    ,  10818.40    ,  15.22562    , 0.5442306E-01,  515402.8    ,  870707.7    , -489.9550    ,-0.5627089E-01,-0.5627089E-01
         1.200,,  0.000000    ,  9079.929    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  19664.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10584.86    ,  10603.98    ,  19.11998    , 0.6651649E-01,  526006.7    ,  899452.4    , -470.8350    ,-0.5234685E-01,-0.5234685E-01
         1.217,,  0.000000    ,  9684.387    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  19939.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10255.40    ,  10284.01    ,  28.60846    , 0.9657131E-01,  536290.8    ,  929076.6    , -442.2266    ,-0.4759850E-01,-0.4759850E-01
         1.233,,  0.000000    ,  10135.03    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  20214.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10079.77    ,  10107.67    ,  27.90094    , 0.9193116E-01,  546398.4    ,  959426.4    , -414.3256    ,-0.4318472E-01,-0.4318472E-01
         1.250,,  0.000000    ,  11068.56    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  20489.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9421.235    ,  9451.454    ,  30.21913    , 0.9575639E-01,  555849.9    ,  990984.8    , -384.1065    ,-0.3876008E-01,-0.3876008E-01
         1.267,,  0.000000    ,  11249.21    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  20764.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9515.583    ,  9540.762    ,  25.17914    , 0.7865041E-01,  565390.6    ,  1022999.    , -358.9273    ,-0.3508580E-01,-0.3508580E-01
