"Time (h) ","Domain_001:","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","SS V In     ","SS V Out    ","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Q ME (%)    ","Total V     ","Cum V In+Out","Cum V Error ","Cum ME (%)  ","Cum Q ME (%)"
         1.283,,  0.000000    ,  11566.90    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  21039.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9472.888    ,  9500.549    ,  27.66058    , 0.8483099E-01,  574891.2    ,  1055605.    , -331.2668    ,-0.3138168E-01,-0.3138168E-01
         1.300,,  0.000000    ,  12036.97    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  21314.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9277.818    ,  9307.704    ,  29.88520    , 0.8960605E-01,  584198.9    ,  1088957.    , -301.3816    ,-0.2767616E-01,-0.2767616E-01
         1.317,,  0.000000    ,  12429.36    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  21589.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9160.436    ,  9190.699    ,  30.26328    , 0.8895954E-01,  593389.6    ,  1122976.    , -271.1183    ,-0.2414283E-01,-0.2414283E-01
         1.333,,  0.000000    ,  12455.54    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  21864.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9409.250    ,  9433.041    ,  23.79187    , 0.6932297E-01,  602822.6    ,  1157297.    , -247.3264    ,-0.2137105E-01,-0.2137105E-01
         1.350,,  0.000000    ,  12738.44    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  22139.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9401.355    ,  9432.430    ,  31.07462    , 0.8909460E-01,  612255.1    ,  1192175.    , -216.2518    ,-0.1813927E-01,-0.1813927E-01
         1.367,,  0.000000    ,  13205.41    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  22414.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9209.377    ,  9238.278    ,  28.90056    , 0.8113531E-01,  621493.3    ,  1227795.    , -187.3512    ,-0.1525916E-01,-0.1525916E-01
         1.383,,  0.000000    ,  13388.99    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  22689.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9300.803    ,  9328.344    ,  27.54109    , 0.7633598E-01,  630821.7    ,  1263874.    , -159.8101    ,-0.1264447E-01,-0.1264447E-01
         1.400,,  0.000000    ,  13479.47    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  22964.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9485.323    ,  9511.378    ,  26.05461    , 0.7149166E-01,  640333.1    ,  1300318.    , -133.7555    ,-0.1028637E-01,-0.1028637E-01
         1.417,,  0.000000    ,  13541.41    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  23239.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9698.380    ,  9724.816    ,  26.43523    , 0.7187158E-01,  650057.9    ,  1337099.    , -107.3203    ,-0.8026352E-02,-0.8026352E-02
         1.433,,  0.000000    ,  13840.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  23514.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9674.082    ,  9705.745    ,  31.66267    , 0.8476040E-01,  659763.6    ,  1374455.    , -75.65763    ,-0.5504555E-02,-0.5504555E-02
         1.450,,  0.000000    ,  14190.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  23789.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9599.006    ,  9628.220    ,  29.21394    , 0.7691810E-01,  669391.8    ,  1412435.    , -46.44369    ,-0.3288199E-02,-0.3288199E-02
         1.467,,  0.000000    ,  14215.39    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  24064.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9849.399    ,  9864.437    ,  15.03805    , 0.3928416E-01,  679256.3    ,  1450716.    , -31.40564    ,-0.2164838E-02,-0.2164838E-02
         1.483,,  0.000000    ,  14739.29    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  24339.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9600.506    ,  9616.967    ,  16.46141    , 0.4212333E-01,  688873.2    ,  1489795.    , -14.94423    ,-0.1003107E-02,-0.1003107E-02
         1.500,,  0.000000    ,  15028.48    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  24614.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9586.309    ,  9602.374    ,  16.06424    , 0.4052197E-01,  698475.6    ,  1529438.    ,  1.120002    , 0.7322967E-04, 0.7322967E-04
         1.517,,  0.000000    ,  15259.22    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  24889.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9630.569    ,  9645.764    ,  15.19585    , 0.3784862E-01,  708121.4    ,  1569587.    ,  16.31585    , 0.1039500E-02, 0.1039500E-02
         1.533,,  0.000000    ,  15285.93    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  25164.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9878.863    ,  9893.941    ,  15.07798    , 0.3727493E-01,  718015.3    ,  1610038.    ,  31.39383    , 0.1949882E-02, 0.1949882E-02
         1.550,,  0.000000    ,  15693.74    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  25439.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9746.049    ,  9762.753    ,  16.70395    , 0.4060907E-01,  727778.1    ,  1651171.    ,  48.09778    , 0.2912949E-02, 0.2912949E-02
         1.567,,  0.000000    ,  16063.52    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  25714.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9651.274    ,  9664.027    ,  12.75298    , 0.3052537E-01,  737442.1    ,  1692950.    ,  60.85076    , 0.3594363E-02, 0.3594363E-02
         1.583,,  0.000000    ,  16409.87    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  25989.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9579.926    ,  9583.418    ,  3.492273    , 0.8236560E-02,  747025.5    ,  1735349.    ,  64.34303    , 0.3707786E-02, 0.3707786E-02
         1.600,,  0.000000    ,  16700.50    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  26264.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9564.294    ,  9559.242    , -5.051661    ,-0.1175754E-01,  756584.8    ,  1778315.    ,  59.29137    , 0.3334133E-02, 0.3334133E-02
         1.617,,  0.000000    ,  16977.04    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  26539.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9562.756    ,  9546.265    , -16.49095    ,-0.3789557E-01,  766131.0    ,  1821831.    ,  42.80042    , 0.2349308E-02, 0.2349308E-02
         1.633,,  0.000000    ,  17008.45    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  26814.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9806.341    ,  9787.611    , -18.73031    ,-0.4274057E-01,  775918.6    ,  1865655.    ,  24.07012    , 0.1290170E-02, 0.1290170E-02
         1.650,,  0.000000    ,  17319.17    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  27089.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9770.618    ,  9753.410    , -17.20837    ,-0.3874975E-01,  785672.0    ,  1910064.    ,  6.861752    , 0.3592421E-03, 0.3592421E-03
         1.667,,  0.000000    ,  17864.12    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  27364.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9500.668    ,  9499.035    , -1.633266    ,-0.3611109E-02,  795171.1    ,  1955292.    ,  5.228487    , 0.2674018E-03, 0.2674018E-03
         1.683,,  0.000000    ,  18393.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  27639.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9246.003    ,  9267.381    ,  21.37793    , 0.4643985E-01,  804438.5    ,  2001326.    ,  26.60641    , 0.1329439E-02, 0.1329439E-02
         1.700,,  0.000000    ,  18687.93    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  27914.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9226.866    ,  9254.835    ,  27.96846    , 0.6001465E-01,  813693.3    ,  2047929.    ,  54.57487    , 0.2664881E-02, 0.2664881E-02
         1.717,,  0.000000    ,  19092.19    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28189.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9097.606    ,  9138.742    ,  41.13538    , 0.8700013E-01,  822832.0    ,  2095211.    ,  95.71025    , 0.4568049E-02, 0.4568049E-02
         1.733,,  0.000000    ,  19198.75    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28464.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9266.043    ,  9310.403    ,  44.35966    , 0.9306833E-01,  832142.4    ,  2142874.    ,  140.0699    , 0.6536544E-02, 0.6536544E-02
         1.750,,  0.000000    ,  19477.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28739.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9262.001    ,  9315.650    ,  53.64893    , 0.1112642    ,  841458.1    ,  2191092.    ,  193.7188    , 0.8841201E-02, 0.8841201E-02
         1.767,,  0.000000    ,  19908.94    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29014.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9105.849    ,  9173.584    ,  67.73508    , 0.1384503    ,  850631.7    ,  2240016.    ,  261.4539    , 0.1167197E-01, 0.1167197E-01
         1.783,,  0.000000    ,  20507.07    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29289.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8782.725    ,  8853.230    ,  70.50497    , 0.1415852    ,  859484.9    ,  2289812.    ,  331.9589    , 0.1449721E-01, 0.1449721E-01
         1.800,,  0.000000    ,  20639.59    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29564.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8925.206    ,  8982.202    ,  56.99546    , 0.1135269    ,  868467.1    ,  2340017.    ,  388.9543    , 0.1662186E-01, 0.1662186E-01
         1.817,,  0.000000    ,  20977.31    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29839.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8862.477    ,  8925.646    ,  63.16971    , 0.1243080    ,  877392.8    ,  2390834.    ,  452.1241    , 0.1891073E-01, 0.1891073E-01
         1.833,,  0.000000    ,  21386.24    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30114.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8728.556    ,  8796.332    ,  67.77530    , 0.1315999    ,  886189.1    ,  2442335.    ,  519.8993    , 0.2128698E-01, 0.2128698E-01
         1.850,,  0.000000    ,  21776.12    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30389.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8613.671    ,  8684.079    ,  70.40849    , 0.1349703    ,  894873.2    ,  2494501.    ,  590.3078    , 0.2366437E-01, 0.2366437E-01
         1.867,,  0.000000    ,  21999.45    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30664.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8665.342    ,  8732.558    ,  67.21554    , 0.1276303    ,  903605.7    ,  2547165.    ,  657.5234    , 0.2581393E-01, 0.2581393E-01
         1.883,,  0.000000    ,  21966.59    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30939.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8973.203    ,  9040.442    ,  67.23868    , 0.1270899    ,  912646.2    ,  2600072.    ,  724.7621    , 0.2787470E-01, 0.2787470E-01
         1.900,,  0.000000    ,  22273.38    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31214.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8941.410    ,  9012.803    ,  71.39328    , 0.1334749    ,  921659.0    ,  2653560.    ,  796.1553    , 0.3000330E-01, 0.3000330E-01
         1.917,,  0.000000    ,  22643.02    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31489.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8846.768    ,  8921.818    ,  75.05057    , 0.1386415    ,  930580.8    ,  2707693.    ,  871.2059    , 0.3217522E-01, 0.3217522E-01
         1.933,,  0.000000    ,  22951.91    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31764.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8812.884    ,  8884.652    ,  71.76856    , 0.1311639    ,  939465.4    ,  2762409.    ,  942.9745    , 0.3413594E-01, 0.3413594E-01
         1.950,,  0.000000    ,  22973.88    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32039.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9065.912    ,  9139.487    ,  73.57465    , 0.1337389    ,  948604.9    ,  2817423.    ,  1016.549    , 0.3608081E-01, 0.3608081E-01
         1.967,,  0.000000    ,  23213.47    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32314.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9101.319    ,  9175.040    ,  73.72123    , 0.1327634    ,  957780.0    ,  2872951.    ,  1090.270    , 0.3794949E-01, 0.3794949E-01
         1.983,,  0.000000    ,  23521.13    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32589.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9068.664    ,  9146.248    ,  77.58461    , 0.1382701    ,  966926.2    ,  2929062.    ,  1167.855    , 0.3987129E-01, 0.3987129E-01
         2.000,,  0.000000    ,  24006.11    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32864.79    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8858.683    ,  8938.396    ,  79.71379    , 0.1401662    ,  975864.6    ,  2985933.    ,  1247.569    , 0.4178154E-01, 0.4178154E-01
         2.017,,  0.000000    ,  24398.85    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32930.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8531.254    ,  8611.118    ,  79.86353    , 0.1393075    ,  984475.7    ,  3043262.    ,  1327.432    , 0.4361873E-01, 0.4361873E-01
         2.033,,  0.000000    ,  24732.16    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32792.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8060.440    ,  8140.098    ,  79.65874    , 0.1384773    ,  992615.8    ,  3100787.    ,  1407.091    , 0.4537852E-01, 0.4537852E-01
         2.050,,  0.000000    ,  25022.97    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32655.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7632.137    ,  7711.735    ,  79.59739    , 0.1380029    ,  1000328.    ,  3158465.    ,  1486.688    , 0.4706997E-01, 0.4706997E-01
         2.067,,  0.000000    ,  25277.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32517.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7240.502    ,  7320.040    ,  79.53792    , 0.1376215    ,  1007648.    ,  3216259.    ,  1566.226    , 0.4869714E-01, 0.4869714E-01
         2.083,,  0.000000    ,  25433.90    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32380.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6946.201    ,  7027.159    ,  80.95786    , 0.1400316    ,  1014675.    ,  3274073.    ,  1647.184    , 0.5030993E-01, 0.5030993E-01
         2.100,,  0.000000    ,  25476.80    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32242.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6765.809    ,  6847.215    ,  81.40569    , 0.1410370    ,  1021522.    ,  3331793.    ,  1728.590    , 0.5188167E-01, 0.5188167E-01
         2.117,,  0.000000    ,  25703.92    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  32105.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6401.183    ,  6482.866    ,  81.68271    , 0.1412975    ,  1028005.    ,  3389602.    ,  1810.273    , 0.5340664E-01, 0.5340664E-01
         2.133,,  0.000000    ,  25980.58    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31967.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5987.027    ,  6070.117    ,  83.09059    , 0.1433877    ,  1034075.    ,  3447550.    ,  1893.363    , 0.5491909E-01, 0.5491909E-01
         2.150,,  0.000000    ,  26331.69    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31830.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5498.411    ,  5588.107    ,  89.69588    , 0.1542179    ,  1039663.    ,  3505712.    ,  1983.059    , 0.5656652E-01, 0.5656652E-01
         2.167,,  0.000000    ,  26625.03    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31692.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5067.572    ,  5162.339    ,  94.76745    , 0.1625022    ,  1044825.    ,  3564030.    ,  2077.827    , 0.5829992E-01, 0.5829992E-01
         2.183,,  0.000000    ,  26972.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31555.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4582.778    ,  4674.013    ,  91.23437    , 0.1558831    ,  1049499.    ,  3622557.    ,  2169.061    , 0.5987652E-01, 0.5987652E-01
         2.200,,  0.000000    ,  27236.73    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31417.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4180.873    ,  4272.958    ,  92.08485    , 0.1569958    ,  1053772.    ,  3681211.    ,  2261.146    , 0.6142396E-01, 0.6142396E-01
         2.217,,  0.000000    ,  27517.15    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31280.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3762.951    ,  3857.053    ,  94.10215    , 0.1600451    ,  1057629.    ,  3740009.    ,  2355.248    , 0.6297440E-01, 0.6297440E-01
         2.233,,  0.000000    ,  27786.38    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31142.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3356.229    ,  3456.267    ,  100.0379    , 0.1697602    ,  1061086.    ,  3798938.    ,  2455.286    , 0.6463086E-01, 0.6463086E-01
         2.250,,  0.000000    ,  28045.38    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31005.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2959.727    ,  3060.391    ,  100.6644    , 0.1704718    ,  1064146.    ,  3857988.    ,  2555.950    , 0.6625086E-01, 0.6625086E-01
         2.267,,  0.000000    ,  28302.92    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30867.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2564.682    ,  2665.163    ,  100.4807    , 0.1698155    ,  1066811.    ,  3917159.    ,  2656.431    , 0.6781525E-01, 0.6781525E-01
         2.283,,  0.000000    ,  28532.91    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30730.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2197.198    ,  2301.660    ,  104.4628    , 0.1762698    ,  1069113.    ,  3976422.    ,  2760.894    , 0.6943162E-01, 0.6943162E-01
         2.300,,  0.000000    ,  28740.48    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30592.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1852.121    ,  1954.432    ,  102.3114    , 0.1724357    ,  1071067.    ,  4035755.    ,  2863.205    , 0.7094597E-01, 0.7094597E-01
         2.317,,  0.000000    ,  28951.06    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30455.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1504.046    ,  1606.362    ,  102.3156    , 0.1722306    ,  1072674.    ,  4095161.    ,  2965.521    , 0.7241525E-01, 0.7241525E-01
         2.333,,  0.000000    ,  29166.56    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30317.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1151.048    ,  1262.877    ,  111.8285    , 0.1879971    ,  1073937.    ,  4154645.    ,  3077.349    , 0.7407009E-01, 0.7407009E-01
         2.350,,  0.000000    ,  29327.20    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30180.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  852.8997    ,  958.8038    ,  105.9041    , 0.1779682    ,  1074895.    ,  4214152.    ,  3183.253    , 0.7553722E-01, 0.7553722E-01
         2.367,,  0.000000    ,  29467.86    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30042.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  574.7415    ,  680.4385    ,  105.6970    , 0.1776108    ,  1075576.    ,  4273663.    ,  3288.950    , 0.7695859E-01, 0.7695859E-01
         2.383,,  0.000000    ,  29592.49    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29905.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  312.6174    ,  418.1336    ,  105.5162    , 0.1773453    ,  1075994.    ,  4333160.    ,  3394.467    , 0.7833697E-01, 0.7833697E-01
         2.400,,  0.000000    ,  29712.77    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29767.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  54.83169    ,  159.2364    ,  104.4048    , 0.1755281    ,  1076153.    ,  4392641.    ,  3498.871    , 0.7965303E-01, 0.7965303E-01
         2.417,,  0.000000    ,  29875.34    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29630.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -245.2337    , -137.9476    ,  107.2862    , 0.1802964    ,  1076015.    ,  4452146.    ,  3606.157    , 0.8099818E-01, 0.8099818E-01
         2.433,,  0.000000    ,  29999.11    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29492.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -506.5034    , -404.1912    ,  102.3122    , 0.1719772    ,  1075611.    ,  4511638.    ,  3708.470    , 0.8219786E-01, 0.8219786E-01
         2.450,,  0.000000    ,  30055.33    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29355.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -700.2290    , -591.2736    ,  108.9554    , 0.1833944    ,  1075020.    ,  4571048.    ,  3817.425    , 0.8351312E-01, 0.8351312E-01
         2.467,,  0.000000    ,  30099.47    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29217.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -881.8639    , -774.9664    ,  106.8975    , 0.1802138    ,  1074245.    ,  4630365.    ,  3924.323    , 0.8475190E-01, 0.8475190E-01
         2.483,,  0.000000    ,  30177.03    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29080.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1096.923    , -991.6903    ,  105.2329    , 0.1775869    ,  1073253.    ,  4689622.    ,  4029.555    , 0.8592494E-01, 0.8592494E-01
         2.500,,  0.000000    ,  30269.97    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28942.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1327.365    , -1229.524    ,  97.84089    , 0.1652367    ,  1072024.    ,  4748835.    ,  4127.396    , 0.8691387E-01, 0.8691387E-01
         2.517,,  0.000000    ,  30385.96    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28805.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1580.860    , -1467.891    ,  112.9693    , 0.1908552    ,  1070556.    ,  4808026.    ,  4240.366    , 0.8819348E-01, 0.8819348E-01
         2.533,,  0.000000    ,  30368.34    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28667.60    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1700.739    , -1595.569    ,  105.1702    , 0.1781461    ,  1068960.    ,  4867062.    ,  4345.536    , 0.8928458E-01, 0.8928458E-01
         2.550,,  0.000000    ,  30476.80    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28530.10    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , -1946.694    , -1844.112    ,  102.5823    , 0.1738479    ,  1067116.    ,  4926069.    ,  4448.118    , 0.9029752E-01, 0.9029752E-01
