"WWD_10m_500yr_2Hr_012","Location","Water Level"
,        1.316667,        156.1457
,        1.333333,        156.1587
,        1.350000,        156.1710
,        1.366667,        156.1837
,        1.383333,        156.1949
,        1.400000,        156.2083
,        1.416667,        156.2205
,        1.433333,        156.2320
,        1.450000,        156.2450
,        1.466667,        156.2581
,        1.483333,        156.2698
,        1.500000,        156.2821
,        1.516667,        156.2920
,        1.533333,        156.3020
,        1.550000,        156.3129
,        1.566667,        156.3227
,        1.583333,        156.3323
,        1.600000,        156.3428
,        1.616667,        156.3529
,        1.633333,        156.3631
,        1.650000,        156.3736
,        1.666667,        156.3839
,        1.683333,        156.3943
,        1.700000,        156.4046
,        1.716667,        156.4150
,        1.733333,        156.4253
,        1.750000,        156.4357
,        1.766667,        156.4460
,        1.783333,        156.4560
,        1.800000,        156.4663
,        1.816667,        156.4761
,        1.833333,        156.4866
,        1.850000,        156.5054
,        1.866667,        156.5163
,        1.883333,        156.5293
,        1.900000,        156.5413
,        1.916667,        156.5530
,        1.933333,        156.5645
,        1.950000,        156.5758
,        1.966667,        156.5867
,        1.983333,        156.5974
,        2.000000,        156.6078
,        2.016667,        156.6179
,        2.033333,        156.6278
,        2.050000,        156.6376
,        2.066667,        156.6473
,        2.083333,        156.6568
,        2.100000,        156.6660
,        2.116667,        156.6746
,        2.133333,        156.6826
,        2.150000,        156.6898
,        2.166667,        156.6965
,        2.183333,        156.7024
,        2.200000,        156.7075
,        2.216667,        156.7120
,        2.233333,        156.7157
,        2.250000,        156.7189
,        2.266667,        156.7214
,        2.283333,        156.7234
,        2.300000,        156.7248
,        2.316667,        156.7258
,        2.333333,        156.7264
,        2.350000,        156.7265
,        2.366667,        156.7264
,        2.383333,        156.7260
,        2.400000,        156.7252
,        2.416667,        156.7241
,        2.433333,        156.7228
,        2.450000,        156.7213
,        2.466667,        156.7195
,        2.483333,        156.7175
,        2.500000,        156.7153
,        2.516667,        156.7129
,        2.533333,        156.7104
,        2.550000,        156.7077
,        2.566667,        156.7048
,        2.583333,        156.7019
,        2.600000,        156.6988
,        2.616667,        156.6956
,        2.633333,        156.6923
,        2.650000,        156.6888
,        2.666667,        156.6853
,        2.683333,        156.6817
,        2.700000,        156.6781
,        2.716667,        156.6744
,        2.733333,        156.6706
,        2.750000,        156.6668
,        2.766667,        156.6628
,        2.783333,        156.6589
,        2.800000,        156.6549
,        2.816667,        156.6508
,        2.833333,        156.6467
,        2.850000,        156.6425
,        2.866667,        156.6383
,        2.883333,        156.6341
,        2.900000,        156.6298
,        2.916667,        156.6255
,        2.933333,        156.6212
,        2.950000,        156.6168
,        2.966667,        156.6124
,        2.983333,        156.6080
,        3.000000,        156.6035
,        3.016667,        156.5990
,        3.033333,        156.5945
,        3.050000,        156.5900
,        3.066667,        156.5855
,        3.083333,        156.5810
,        3.100000,        156.5765
,        3.116667,        156.5719
,        3.133333,        156.5673
,        3.150000,        156.5628
,        3.166667,        156.5582
,        3.183333,        156.5536
,        3.200000,        156.5490
,        3.216667,        156.5445
,        3.233333,        156.5398
,        3.250000,        156.5352
,        3.266667,        156.5305
,        3.283333,        156.5258
,        3.300000,        156.5211
,        3.316667,        156.5160
,        3.333333,        156.5115
,        3.350000,        156.5067
,        3.366667,        156.5019
,        3.383333,        156.4972
,        3.400000,        156.4924
,        3.416667,        156.4876
,        3.433333,        156.4828
,        3.450000,        156.4780
,        3.466667,        156.4732
,        3.483333,        156.4684
,        3.500000,        156.4635
,        3.516667,        156.4587
,        3.533333,        156.4538
,        3.550000,        156.4489
,        3.566667,        156.4439
,        3.583333,        156.4387
,        3.600000,        156.4335
,        3.616667,        156.4284
,        3.633333,        156.4233
,        3.650000,        156.4181
,        3.666667,        156.4128
,        3.683333,        156.4075
,        3.700000,        156.4021
,        3.716667,        156.3967
,        3.733333,        156.3912
,        3.750000,        156.3858
,        3.766667,        156.3803
,        3.783333,        156.3748
,        3.800000,        156.3691
,        3.816667,        156.3637
,        3.833333,        156.3579
,        3.850000,        156.3520
,        3.866667,        156.3462
,        3.883333,        156.3401
,        3.900000,        156.3343
,        3.916667,        156.3281
,        3.933333,        156.3218
,        3.950000,        156.3160
,        3.966667,        156.3100
,        3.983333,        156.3039
,        4.000000,        156.2982
,        4.016667,        156.2922
,        4.033333,        156.2865
,        4.050000,        156.2808
,        4.066667,        156.2751
,        4.083333,        156.2692
,        4.100000,        156.2634
,        4.116667,        156.2576
,        4.133333,        156.2521
,        4.150000,        156.2466
,        4.166667,        156.2414
,        4.183333,        156.2315
,        4.200000,        156.2255
,        4.216667,        156.2185
,        4.233333,        156.2116
,        4.250000,        156.2047
,        4.266667,        156.1962
,        4.283333,        156.1893
,        4.300000,        156.1826
,        4.316667,        156.1756
,        4.333333,        156.1693
,        4.350000,        156.1629
,        4.366667,        156.1577
,        4.383333,        156.1519
,        4.400000,        156.1456
,        4.416667,        156.1401
,        4.433333,        156.1342
,        4.450000,        156.1282
,        4.466667,        156.1208
,        4.483333,        156.1121
,        4.500000,        156.1055
,        4.516667,        156.1008
,        4.533333,        156.0928
,        4.550000,        156.0850
,        4.566667,        156.0788
,        4.583333,        156.0718
,        4.600000,        156.0629
,        4.616667,        156.0557
,        4.633333,        156.0483
,        4.650000,        156.0409
,        4.666667,        156.0335
,        4.683333,        156.0262
,        4.700000,        156.0187
,        4.716667,        156.0113
,        4.733333,        156.0037
,        4.750000,        155.9962
,        4.766667,        155.9888
,        4.783333,        155.9815
,        4.800000,        155.9741
,        4.816667,        155.9671
,        4.833333,        155.9597
,        4.850000,        155.9524
,        4.866667,        155.9452
,        4.883333,        155.9378
,        4.900000,        155.9305
,        4.916667,        155.9232
,        4.933333,        155.9161
,        4.950000,        155.9090
,        4.966667,        155.9009
,        4.983333,        155.8935
,        5.000000,        155.8863
,        5.016667,        155.8789
,        5.033333,        155.8717
,        5.050000,        155.8643
,        5.066667,        155.8568
,        5.083333,        155.8498
,        5.100000,        155.8423
,        5.116667,        155.8347
,        5.133333,        155.8266
,        5.150000,        155.8182
,        5.166667,        155.8096
,        5.183333,        155.8005
,        5.200000,        155.7912
,        5.216667,        155.7829
,        5.233333,        155.7730
,        5.250000,        155.7496
,        5.266667,        155.7368
,        5.283333,        155.7242
,        5.300000,        155.7118
,        5.316667,        155.6993
,        5.333333,        155.6870
,        5.350000,        155.6746
,        5.366667,        155.6625
,        5.383333,        155.6503
,        5.400000,        155.6384
,        5.416667,        155.6264
,        5.433333,        155.6144
,        5.450000,        155.6027
,        5.466667,        155.5912
,        5.483333,        155.5799
,        5.500000,        155.5700
,        5.516667,        155.5587
,        5.533333,        155.5473
,        5.550000,        155.5370
,        5.566667,        155.5257
,        5.583333,        155.5142
,        5.600000,        155.5029
,        5.616667,        155.4918
,        5.633333,        155.4809
,        5.650000,        155.4700
,        5.666667,        155.4586
,        5.683333,        155.4471
,        5.700000,        155.4365
,        5.716667,        155.4279
,        5.733333,        155.4146
,        5.750000,        155.4036
,        5.766667,        155.3921
,        5.783333,        155.3809
,        5.800000,        155.3694
,        5.816667,        155.3552
,        5.833333,        155.3386
,        5.850000,        155.3295
,        5.866667,        155.3150
,        5.883333,        155.3015
,        5.900000,        155.2880
,        5.916667,        155.2767
,        5.933333,        155.2618
,        5.950000,        155.2471
,        5.966667,        155.2348
,        5.983333,        155.2223
,        6.000000,        155.1981

