"WWD_10m_50yr_2Hr_012","Location","Water Level"
,        5.366667,        155.2629
,        5.383333,        155.2554
,        5.400000,        155.2485
,        5.416667,        155.2417
,        5.433333,        155.2347
,        5.450000,        155.2260
,        5.466667,        155.2196
,        5.483333,        155.2088
,        5.500000,        155.2011
,        5.516667,        155.1940
,        5.533333,        155.1864
,        5.550000,        155.1785
,        5.566667,        155.1709
,        5.583333,        155.1636
,        5.600000,        155.1566
,        5.616667,        155.1497
,        5.633333,        155.1431
,        5.650000,        155.1361
,        5.666667,        155.1290
,        5.683333,        155.1218
,        5.700000,        155.1027
,        5.716667,        155.0912
,        5.733333,        155.0803
,        5.750000,        155.0700
,        5.766667,        155.0603
,        5.783333,        155.0507
,        5.800000,        155.0415
,        5.816667,        155.0311
,        5.833333,        155.0209
,        5.850000,        155.0110
,        5.866667,        155.0012
,        5.883333,        154.9865
,        5.900000,        154.9765
,        5.916667,        154.9668
,        5.933333,        154.9584
,        5.950000,        154.9461
,        5.966667,        154.9356
,        5.983333,        154.9265
,        6.000000,        154.9173

